no	Question	Response	Context
27	신한THE착한연금미리받을수있는종신보험 보험료 납입하다가 연금으로 전환이 되는것으로 아는데 연금전환하면 전환 후의 약관 및 요율을 적용하는거 맞지요?	네, 제공된 근거상 **연금전환 시에도 기본적으로는 전환 전 계약 가입 시의 약관 및 요율(기초율, 보험요율)**을 적용하는 것이 맞습니다.\n\n근거:\n- **032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md / ◆ 연금계약으로 전환 관련 유의사항**  \n  → “전환전 계약 가입시의 약관 및 기초율(위험률, 계약관리비용)을 기준으로 연금액을 계산”\n- **031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md / 15. 연금전환에 관한 사항**  \n  → “전환전계약 가입시의 약관 및 보험요율을 적용”\n\n다만, **조건부 예외**가 있습니다.\n- **종신연금형의 경우에 한해**, 연금전환 시점의 연금생명표로 계산한 연금액이 가입 당시 연금생명표로 계산한 금액보다 더 크면, **연금전환 당시의 연금생명표**를 기준으로 산출한 연금액을 지급합니다.\n\n즉, 질문하신 “연금전환하면 전환 후의 약관 및 요율을 적용하느냐”에 대해서는,  \n**원칙적으로는 아니고, 전환 전 가입 시점의 약관 및 요율을 적용**하며, **종신연금형에서는 연금생명표에 한해 전환 당시 기준이 유리하면 그 기준을 적용하는 예외**가 있습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
28	무배당 종신보험 표준형 15년납 2006년에 가입하여, 완납된 상태입니다. 이후에도 공제되는 사업비가 있나요?	질문하신 계약이 **무배당 종신보험 표준형**이라면, 제공된 근거상 **완납 이후에도 사업비가 있는 것으로 보입니다.**\n\n근거:\n- **`001-(무)종신보험표준형_20210101_산출방법서.doc-1.md` > `나. 비일시납`** 에서\n  - **납입중 계약관리비용**과 별도로\n  - **`계약관리비용 > 유지관련 > 납입후 (β')`** 가 있으며,\n  - 기준이 **`매년 보험가입금액`**, 적용사업비율이 **`0.25/1,000`** 으로 기재되어 있습니다.\n\n즉, 비일시납 계약에는 **납입이 끝난 후에도 적용되는 사업비 항목(납입후 사업비)** 이 문서에 존재합니다.\n\n다만, 주의할 점:\n- 질문하신 계약은 **2006년 가입**이고,\n- 위 사업비 산출 근거 문서는 **`20210101` 산출방법서**입니다.\n- 반면 **`023-무배당종신보험_사업방법서_060401.doc-1.md` > `보험료 납입기간 및 가입나이`** 에서 2006년 당시 **무배당 종신보험 표준형 15년납** 상품 자체는 확인됩니다.\n- 그러나 제공된 2006년 문서에는 **완납 후 사업비 공제 방식 자체를 직접 설명한 조항은 없습니다.**\n\n따라서 **현재 제공된 문서만으로는 “2006년 가입 계약에 실제로 동일하게 적용된다”까지 단정은 어렵지만**, 적어도 제공된 **무배당 종신보험 표준형 산출방법서** 기준으로는 **완납 후에도 사업비 항목이 존재합니다.**	023-무배당종신보험_사업방법서_060401.doc-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 002-_무_종신보험표준형_20210101_약관.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md
29	무배당 종신보험 표준형으로 현재 실효가 된 상태입니다. 부활시 부활이자는 어떻게 되나요?	제공된 근거만으로는 **무배당 종신보험 표준형**의 실효 후 **부활이자**가 어떻게 되는지 확인할 수 없습니다.\n\n근거를 보면:\n- **`002-_무_종신보험표준형_20210101_약관.md` / `무배당 종신보험 표준형 약관`**에는 목차상 **제27조(보험료의 납입을 연체하여 해지된 계약의 부활(효력회복))**가 있다는 점만 확인되고, 부활이자 계산 방식이나 이율 내용은 본문에 제시되지 않았습니다.\n- **`032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md` / `◦ 부활`**에는 부활 시 **암보장개시일이 부활일 포함 90일이 지난 다음 날**이라는 내용만 있고, 질문하신 **부활이자** 내용은 없습니다. 또한 문서명상 질문 상품인 **무배당 종신보험 표준형**과도 다릅니다.\n\n따라서 현재 context만으로는 부활이자의 **유무, 이율, 계산 기준**을 답변하기 어렵습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 002-_무_종신보험표준형_20210101_약관.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
30	무배당 종신보험 표준형 가입한 고객입니다. 선납시 보험료 할인이 있나요?	네.  \n`023-무배당종신보험_사업방법서_060401.doc-1.md`의 `보험료 할인 > 보험료선납` 및 `024-무배당종신보험표준형_산출방법서_060401.doc-1.md`의 `9. 기타 보험수리에 관한 사항`에 따르면, **보험료를 3개월분 이상 선납할 때 할인**이 있으며, **할인율은 예정이율**입니다.\n\n추가로, 같은 사업방법서의 `보험료 납입기간 및 가입나이`에 따르면 **일시납도 존재**하지만, 질문하신 **선납 할인**은 문서상 **“3개월분 이상의 보험료를 선납할 때”**라는 조건으로 기재되어 있습니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 002-_무_종신보험표준형_20210101_약관.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md
31	신한진심을품은변액유니버설종신을 연금으로 전환시 연금액은 어떻게 산출이 되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
32	신한진심을품은변액유니버설종신에서 중도인출시 언제 지급되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 012-300233_계약관계자변경.docx-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md
33	신한진심을품은변액유니버설종신에서 의무납입기간 2년이후 보험료 납입을 하지 않을경우 공제되는 보험료는 어떻게 되나요?	「038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md」의 **제34조 > 제2회 이후 보험료의 납입**에 따르면, **보험료 납입경과기간 2년(24회 납입) 이후**에는 해지환급금에서 해당 월의 **월대체보험료**를 충당할 수 있는 경우에 한하여 기본보험료(특약이 있으면 특약보험료 포함)를 납입하지 않을 수 있습니다.\n\n같은 문서의 **월대체보험료 공제 예시**에 따르면, 공제되는 **월대체보험료**는 다음과 같습니다.\n\n- **적립형 계약**:  \n  해당 월의 **위험보험료 + 계약관리비용 중 유지관련비용 + 최저사망보험금 보증비용 + 특약보험료(특약 부가 시, 단 보험료 납입면제 특약 제외)**  \n  그리고 이 월대체보험료는 **매월 계약해당일에 해지환급금에서 공제**됩니다.  \n  다만, **계약관리비용 중 기타비용은 기본보험료 납입 시에 공제**됩니다.\n\n- **보장형 계약**:  \n  2년(24회 납입) 경과 후에는 해지환급금에서 월대체보험료를 충당할 수 있다고 되어 있으나, **제공된 문맥에는 보장형 계약의 월대체보험료 구성 항목 자체는 명시되어 있지 않습니다.**  \n  다만 공제 시점 예시로는, 계약일이 8월 15일인 경우  \n  - 보험료 납입일이 매월 20일이면: **2년 경과 후 매월 15일 공제**  \n  - 보험료 납입일이 매월 10일이면: **기간과 관계없이 매월 15일 공제**  \n  로 예시가 제시되어 있습니다.\n\n즉, **2년 이후 보험료를 내지 않으면 해지환급금에서 월대체보험료가 공제**되며, **정확히 어떤 항목이 포함되는지는 제공된 근거상 적립형 계약은 확인되지만, 보장형 계약은 구성 항목이 이 문맥만으로는 부족합니다.**	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 별첨2_분류표_20240401_v1.3.pdf.md
34	S-MORE신한저축보험에서 납입일시중지를 신청하면 빠지는 보험료가 있나요?	네.  \n`033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md`의 `제13조 【 보험료의 납입일시중지 】`에 따르면, 납입일시중지기간 동안 보험료를 내지 않을 수는 있지만, 그 기간에는 **월 계약해당일에 적립액에서** 다음 금액이 공제됩니다.\n\n- 해당 월의 **위험보험료**\n- **부가보험료(수금비 제외)**\n- 특약이 있는 경우 **특약보험료(수금비 제외)**\n\n같은 조항 제6항에서는 회사가 납입일시중지기간 동안 계약 유지를 위해 이 **납입일시중지 월 공제액을 적립액에서 공제**한다고 되어 있습니다.  \n다만 **수금비는 납입일시중지 기간 중 바로 공제되는 것이 아니라**, 연장된 보험료 납입기간 동안 기본보험료(특약보험료 포함) 납입 시 공제됩니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
35	S-MORE신한저축보험 적립액 인출시 조건이 어떻게 되나요?	`033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md`의 `제23조 【 적립액의 인출 】`에 따르면, 적립액 인출 조건은 다음과 같습니다.\n\n- **인출 가능 시기**: 계약일 **1개월 경과 후부터 만기일 이전까지**\n- **인출 횟수**: **보험년도 기준 연 12회 한도**\n- **인출 가능 금액 범위**: **해지환급금에서 보험계약대출적립금을 제외한 금액 이내**\n- **10년 이내 총 인출 한도**: 계약 후 **10년 이내 총 인출금액은 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없음**\n- **인출 수수료**: **인출금액의 0.2%와 2,000원 중 적은 금액**을 부과할 수 있으며, 적립액에서 차감\n- **인출 후 최소 적립액 조건**\n  - **월납**: 인출 후 적립액이 **월납 기본보험료의 500%와 300만원 중 적은 금액 미만이 되면 안 됨**\n  - **일시납**: 인출 후 적립액이 **일시납 기본보험료의 10% 미만이 되면 안 됨**\n- **인출 순서(조건부)**: 중도인출은 **추가납입보험료에 의한 적립액에서 우선 인출**되며, **그 적립액이 부족한 경우에만 기본보험료 적립액에서 인출 가능**합니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
36	S-MORE신한저축보험 가입하고 사망보험금을 수령하지 않은 상태입니다. 이자는 계속 발생하는지요?	제공된 근거만으로는 **사망보험금을 수령하지 않은 상태에서 이자가 계속 발생하는지**를 확인할 수 없습니다.\n\n근거로 확인되는 내용은 다음뿐입니다.\n- **`033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md` / `】`**: 보험기간 중 피보험자 사망으로 더 이상 보험금 지급사유가 발생할 수 없으면 **그때부터 계약은 효력을 가지지 않는다**고 되어 있습니다.\n- **같은 문서 / `참 조)을 지급합니다.`**: 피보험자가 사망한 경우 **일반사망보험금 또는 재해사망보험금 지급** 사유가 있다고 되어 있습니다.\n- **같은 문서 / `○ 저축성상품`**: 공시이율, 적립액, 만기보험금 등의 변동 가능성은 설명되어 있지만, **사망보험금이 미수령 상태일 때 별도로 이자가 계속 붙는지**는 명시되어 있지 않습니다.\n- **같은 문서 / `※ 약관용어설명`**: 보험금 청구권의 **소멸시효는 2년**이라고만 되어 있습니다.\n\n즉, 이 약관 조각들에는 **사망 후 미청구 보험금에 대한 이자 발생 여부**에 대한 직접 규정이 보이지 않습니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
37	신한큐브종합건강상해보험 가입후 주피보험자 사망할 경우 주계약 보장내용알려주세요. 그리고 주피 장해시 납입면제 기준은 무엇인가요?	제공된 근거만으로는 질문하신 두 가지를 모두 확정해서 안내하기 어렵습니다.\n\n- **주피보험자 사망 시 주계약 보장내용**\n  - 제공된 context에는 **「판매약관_신한큐브종합건강상해보험_230404.pdf.md」 / 「제2관 보험금의 지급 > 제4조 보험금 지급에 관한 세부규정」** 일부만 있고,\n  - 실제로 사망 시 어떤 **주계약 보험금이 지급되는지**를 정하는 **제3조(보험금의 지급사유)** 내용이나 주계약 보장표가 없습니다.\n  - 따라서 **주피보험자 사망 시 주계약 보장내용**은 이 근거만으로 확인할 수 없습니다.\n\n- **주피보험자 장해 시 납입면제 기준**\n  - **「판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md」 / 「2. 지급사유 관련 용어」**에서는  \n    “**보험료 납입면제사유는 제4조(보험금 지급에 관한 세부규정) 제1항에서 정한 사유**”라고만 되어 있습니다.\n  - 또 **같은 약관의 「제2관 보험금의 지급 > 제4조 보험금 지급에 관한 세부규정」**에는  \n    장해지급률 합산 방식, 한시장해, 그리고 **납입면제사유 판정에 다툼이 있으면 제3자 전문의 의견을 따를 수 있다**는 내용(제13항)은 있으나,\n    **정작 제1항의 구체적인 납입면제 기준**은 제공되지 않았습니다.\n  - 따라서 **주피 장해 시 납입면제 기준**도 이 context만으로는 확인할 수 없습니다.\n\n즉, 현재 근거로 확인되는 것은  \n- 납입면제사유의 정의가 **제4조 제1항**에 있다는 점,\n- 납입면제사유 판정 분쟁 시 **종합병원 소속 전문의인 제3자 의견**을 따를 수 있고 비용은 회사가 부담한다는 점뿐입니다.\n\n질문하신 핵심 답변을 위해서는 해당 상품 약관의  \n- **제3조(보험금의 지급사유)**  \n- **제4조 제1항(보험료 납입면제사유)**  \n내용이 추가로 필요합니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 012-300233_계약관계자변경.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 009-300197_제지급_우편.docx-1.md
38	신한큐브종합건강상해보험 가입했는데 6년 유지하다가 해지하게되면 어떻게되는지 해약환급금 기준이랑 산출식, 산출근거는 어떻게 되나요?	제공된 근거만으로는 **6년 유지 후 해지 시 해약환급금의 구체적인 기준금액, 산출식, 산출근거 상세**까지는 확인할 수 없습니다.\n\n확인되는 내용은 다음뿐입니다.\n\n- **근거 문서**\n  - `판매약관_신한큐브종합건강상해보험_230404.pdf.md`\n  - `제6관 특약의 해지 및 해약환급금 등 > 제22조 해약환급금`\n- **확인되는 조항**\n  - “이 약관에 따른 해약환급금은 이 특약의 **보험료 및 해약환급금 산출방법서**에 따라 계산합니다.”\n\n또한 별도 문서인  \n- `판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md`\n- `제6관 특약의 해지 및 해약환급금 등 > 제22조 해약환급금`\n\n에서도 동일하게 **해약환급금은 해당 특약의 ‘보험료 및 해약환급금 산출방법서’에 따라 계산**된다고만 되어 있습니다.\n\n즉, 현재 제공된 context로는:\n1. **6년 시점 해약환급금이 얼마인지**\n2. **구체적인 산출식이 무엇인지**\n3. **산출에 사용되는 기초율·공제항목 등 산출근거가 무엇인지**\n\n를 확인할 수 없습니다.\n\n따라서 답변 가능한 범위는 **“해약환급금은 해당 특약의 보험료 및 해약환급금 산출방법서 기준으로 계산된다”**까지이며, 6년 유지 후 해지 시 실제 환급금 기준·산출식·산출근거는 **해당 산출방법서 또는 해약환급금 예시표가 추가로 있어야 확인 가능**합니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
39	신한유니버설종신보험 중도인출 가능금액기준과  추후 중도인출시 사망보험금이 줄어드는지 문의드립니다.	ERROR: HTTPError: 502 Server Error: Bad Gateway for url: http://127.0.0.1:8000/chat	
40	(355간편)신한통합건강보장보험 원(ONE) 상품 가입 후 보험가입금액을 감액할 경우 감액 후의 해약환급금 산출식 및 근거를 알려주세요.	근거 문서는 다음 2곳입니다.  \n- `003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md` > `4. 해약환급금의 계산에 관한 사항##` 및 `5. 보험금 및 보험료가 변경되는 경우 그 계산에 관한 사항`\n- `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md` > `제20조 계약내용의 변경 등##`\n\n질문하신 **보험가입금액 감액 후 해약환급금 산출식**은 산출방법서에 다음과 같이 기재되어 있습니다.\n\n- **지급액 = 감액 전 해약환급금 해당액 × (감액 전 보험가입금액 - 감액 후 보험가입금액) / 감액 전 보험가입금액**\n\n문서상 표현은  \n- “보험가입금액을 감액할 때에는 **감액된 부분은 해지된 것으로 보고** 다음 공식에 의하여 산출된 금액을 계약자에게 지급함”  \n으로 되어 있습니다.\n\n또한 약관 `제20조 계약내용의 변경 등##`의 [표-4] 예시는 다음과 같습니다.  \n- 감액 전 보험가입금액: 1,000만원  \n- 감액 후 보험가입금액: 500만원  \n- 감액시점의 해약환급금: 감액 전 400만원, 감액 후 200만원  \n- 감액할 때 지급금액: **200만원 (= 400만원 - 200만원)**\n\n즉, 약관 예시 기준으로는 **감액 시 지급금액 = 감액 전 해약환급금 - 감액 후 해약환급금**으로 제시되어 있고,  \n산출방법서 기준으로는 **감액된 가입금액 비율만큼 감액 전 해약환급금 해당액을 지급**하는 구조입니다.\n\n정리하면:\n1. **근거**: 산출방법서 `5. 보험금 및 보험료가 변경되는 경우 그 계산에 관한 사항 - 보험가입금액의 감액에 관한 사항`\n2. **산출식**:  \n   **지급액 = 감액 전 해약환급금 해당액 × (감액 전 보험가입금액 - 감액 후 보험가입금액) / 감액 전 보험가입금액**\n3. **약관 예시상 결과 확인 방식**:  \n   **감액 전 해약환급금 - 감액 후 해약환급금**과 같은 결과로 제시됨\n\n다만, 제공된 context에는 **“감액 후의 해약환급금 자체를 별도 공식으로 직접 산출하는 식”**이 명시되어 있지 않고, 감액 시 계약자에게 지급하는 금액 공식과 예시만 확인됩니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md
41	(355간편)신한통합건강보장보험 원(ONE) 보험에 가입하면 일정조건 시 주계약 납입보험료가 면제되는 것으로 알고 있는데 주계약 납입면제 조건 및 그 내용에 대해서 알려주세요	제공된 근거만으로는 **(355간편)신한통합건강보장보험 원(ONE)**의 **주계약 납입보험료 면제 조건 및 면제 내용**을 확인할 수 없습니다.\n\n근거를 보면,\n- `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md > 제5관 보험료의 납입##`에는 제23조~제28조의 **조항 제목만** 있고,\n- 실제로 질문하신 **주계약 납입면제 조건**이나 **면제 시 어떤 내용으로 처리되는지**에 대한 본문은 제공되지 않았습니다.\n- 다른 제공 구간들도 `제2관 보험금의 지급##`, `제4관 보험계약의 성립과 유지##`, `제6관 계약의 해지 및 해약환급금 등##`, `[부표3] 재해분류표##` 등으로, 납입면제의 구체 조건을 확인할 수 있는 내용은 없습니다.\n\n따라서 현재 context 기준으로는\n1) **어떤 사유 발생 시 주계약 보험료 납입이 면제되는지**,  \n2) **면제 이후 보장이 어떻게 유지되는지 또는 면제 범위가 어디까지인지**  \n를 답변할 수 없습니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md
42	신한라이프놀라운종신보험 생활자금지급기간 중 피보험자 사망시 생활자금 지급은 어떻게 되나요?	신한라이프놀라운종신보험 약관(문서: `005-005...신한라이프놀라운종신보험...`, 섹션: `제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항`)에 따르면,\n\n- **생활자금지급기간 중 피보험자가 사망하면 그 시점부터 생활자금 선지급은 종료**됩니다.\n- **다만, 사망보험금 지급사유가 발생한 이후에 이미 생활자금이 지급된 경우에는**, 회사가 지급할 **사망보험금에서 해당 생활자금을 차감하고 지급**합니다.\n\n즉, 생활자금지급기간 중 사망 시에는 **이후 생활자금은 더 이상 지급되지 않고**, 사망 후 지급된 생활자금이 있으면 **사망보험금에서 정산(차감)** 됩니다.	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
43	신한라이프놀라운종신보험을 해약하려고 합니다. 해지환급금이 적은 이유를 알 수 있을까요?	신한라이프놀라운종신보험의 약관(문서명: `005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`, `제32조 해약환급금`)에 따르면, 이 상품은 **“해약환급금 일부지급형”**이라서 해지환급금이 적을 수 있습니다.\n\n공통 내용:\n- 이 상품은 **일반형보다 낮은 보험료로 동일한 보장**을 받는 대신,\n- **보험료 납입기간 중 해지하면 일반형 해약환급금의 50%**만 지급합니다.\n- 따라서 해약 시 해지환급금이 적게 느껴질 수 있습니다.\n\n조건부 차이:\n- **보험료 납입기간 중 해지**: 일반형 해약환급금의 **50%**\n- **보험료 납입기간이 끝났더라도, 납입하기로 한 보험료 총액의 납입이 완료되지 않은 상태에서 해지**: 역시 일반형의 **50%**\n- 다만, **보험료 납입기간 종료 후 납입하기로 한 보험료 총액의 납입이 완료된 이후** 또는 **건강진단급여금 지급사유가 발생한 이후** 해지하는 경우에는 **일반형과 동일한 해약환급금**을 지급합니다.\n\n또한 같은 문서의 `제20조 계약내용의 변경 등`에서는 **감액** 시에도 가입금액이 줄어들면 보험료, 보험금, 계약자적립액(해약환급금)도 함께 줄어든다고 되어 있습니다.\n\n즉, 질문하신 해지환급금이 적은 주된 이유는 이 상품 자체가 약관상 **해약환급금 일부지급형**으로 설계되어 있기 때문입니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md
44	신한라이프놀라운종신보험 가입후 암보장개시일 전에 암이 발생하였습니다. 계약을 취소하지 않고, 보험료를 계속 납입하고 있는 상태입니다. 암보장을 다시 받을 수 있는 기간이 있나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
45	신한라이프놀라운종신보험 가입후 고객센터에서 계약이 실효되었다고 연락 받았습니다.  그래서 보장을 받으려면 부활을 해야 한다고 하는 데 부활을 하려면 어떻게 해야 합니까?	신한라이프놀라운종신보험 약관의 **제27조 보험료의 납입을 연체하여 해지된 계약의 부활(효력회복)**에 따르면, 계약이 실효(해지)되었더라도 다음 조건에 해당하면 부활(효력회복)을 청약할 수 있습니다.\n\n- **공통 요건**\n  - 보험료 납입 연체로 계약이 해지되었을 것\n  - **해약환급금을 받지 않았을 것**\n    - 약관상 해약환급금이 없거나, 보험계약대출 등으로 차감되었지만 받지 않은 경우도 포함됩니다\n  - **해지된 날부터 3년 이내**일 것\n  - **회사가 정한 절차에 따라** 부활(효력회복)을 청약할 것\n  - 회사가 승낙하면, **부활 청약한 날까지의 연체보험료**에\n    **「평균공시이율 + 1%」 범위 내에서 회사가 상품별로 정한 이율로 계산한 금액**을 더해 납입해야 합니다\n\n- **부활 시 유의사항**\n  - 약관의 **계약 전 알릴 의무**, **고지의무 위반 효과**, **사기에 의한 계약**, **계약의 성립**, **제1회 보험료 및 회사의 보장개시** 관련 조항이 준용됩니다\n  - 다만, 부활의 경우 **제1회 보험료는 부활할 때의 보험료**를 의미합니다\n  - 회사는 **해지 전에 발생한 보험금 지급사유를 이유로 부활을 거절하지 않습니다**\n  - 다만 최초 계약 청약 시점(또는 이전 부활 청약 포함)에 **계약 전 알릴 의무 위반**이 있었다면 관련 조항이 적용됩니다\n\n- **조건이 다른 특별한 경우**\n  - 약관 **제28조 강제집행 등으로 인하여 해지된 계약의 특별부활(효력회복)**은 일반 실효 부활과 다릅니다.\n  - 이 경우는 **강제집행, 담보권실행, 국세·지방세 체납처분절차**로 해지된 계약에 한해,\n    해지 당시 보험수익자가 계약자의 동의를 얻어 일정 절차로 **특별부활**을 청약하는 경우입니다.\n\n즉, 질문하신 일반적인 실효 계약의 경우에는 **해약환급금을 받지 않았고 해지 후 3년이 지나지 않았다면, 회사가 정한 절차에 따라 부활을 신청하고 연체보험료와 약관상 가산금액을 납입하면 됩니다.**\n\n다만, 이 context에는 **구체적인 신청 방법(예: 방문/전화/앱 접수 여부), 제출서류, 고객센터 처리 절차**까지는 나오지 않아 그 세부 절차는 확인할 수 없습니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
46	신한유니버설종신보험  20년 납 상품으로 현재 234회 납입하여,  6번만 더 납입하면 납입이 완료되나, 월대체로 유지된 기간이 있어 책임준비금에서 월대체 되지 않을 경우 보험료 납입을 해야 할 수 있음을 안내했으나, 20년만 납입하면 된다고 설명 들었다며 항의가 심합니다. 납입이 완료되었는데, 계속 보험료를 내야한다니 근거가 무엇인가요?	ERROR: HTTPError: 502 Server Error: Bad Gateway for url: http://127.0.0.1:8000/chat	
