No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
24	무)파워변액유니버설상품을 가입하였는데, 사망한 경우는 보험금을 주나요?	STATUS: insufficient\n\n제공된 근거만으로는 **“무)파워변액유니버설상품”의 사망보험금 지급 여부를 명확히 확인할 수 없습니다.**\n\n근거:\n- 제공된 문서는 **`판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md`**로, 질문하신 **“무)파워변액유니버설상품”**과 상품명이 다릅니다.\n- 해당 문서의 `header_path=2. 이 특약의 피보험자가 특약보험기간 중 사망하였을 경우`에는  \n  **“피보험자가 특약보험기간 중 사망한 경우 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급”**한다는 내용이 있으나, 이는 질문하신 상품에 그대로 적용된다고 볼 수 없습니다.\n- `header_path=1. 실종선고를 받은 경우`에는 사망 인정 시점 기준만 나와 있습니다.\n\n따라서 **질문하신 상품의 약관 또는 해당 상품의 사망 관련 보장 조항이 추가로 필요합니다.**	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	보험기간중 피보험자(보험대상자)가 사망하거나 장해분류표 중 동일한 재해 또는 재해이외의 동일한 원인으로 여러 신체부위의 장해지급률을 더하여 80%이상인 장해상태가 되었을 경우\n▶ 기본보험금액 + 가산보험금액 지급합니다.\n\n-> 제공자료의 사망보험금\n   (다음 중 가장 큰 금액을 지급)\n    - 기본보험금액\n    - 계약자적립금 ×  105%\n    - 이미 납입한 보험료	docs/무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Actual Response는 질문에 대한 명확한 답변을 제공하지 못했으며, 제공된 Context도 기대 문서와 관련이 없습니다.
25	신한THE착한연금미리받을수있는종신보험 현재 공제되는 위험보험료를 알려주세요	STATUS: insufficient\n\n제공된 근거만으로는 **신한THE착한연금미리받을수있는종신보험의 현재 공제되는 위험보험료**를 확인할 수 없습니다.\n\n근거:\n- **031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md / １ . 보험종목의 명칭 및 보험형태**: 상품명과 보험형태만 확인됨\n- **032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md / 신한THE착한연금미리받을수있는종신보험 (무배당, 저해지환급형) 주요내용 요약서**: 약관 요약 안내만 있으며 위험보험료 금액 정보는 없음\n\n위험보험료는 가입조건, 계약내용, 경과기간 등에 따라 달라질 수 있어, 현재 제공된 문맥만으로는 답변할 수 없습니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	신한THE착한연금미리받을수있는종신보험은 보장성 상품으로 저축성 상품처럼 납입보험료에서 일정액을 공제하고 공시이율로 부리하는 상품이 아닙니다, 따라서 보장성보험은 저축성 보험처럼 위험보험료를 별도로 산출하지 않습니다\n신한THE착한연금미리받을수있는종신보험의 기초서류(산출방법서)에 의하여 장래의 위험에 대비하기 위하여 매 경과년도별로 별도의 적립금(책임준비금)을 산출하여 적립하고 해당 책임준비금으로 계약을 해약할 경우 해약환급금을 계산하여 지급합니다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md	불일치	0	부분일치	50	불일치	10	불일치	응답이 질문에 대한 정확한 답변을 제공하지 못했으며, 위험보험료에 대한 정보가 포함되지 않았습니다. 또한, 실제 문서 중 일부는 관련성이 낮아 문서 일치도도 부분일치로 평가됩니다.
26	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중에 해지하면 환급금이 적은데 이유가 뭔가요?	신한THE착한연금미리받을수있는종신보험에서 보험료 납입기간 중 해지환급금이 적은 이유는 약관상 다음과 같습니다.\n\n- 납입한 보험료 전부가 적립되는 것이 아니라,\n  - 위험보장을 위한 보험료\n  - 계약체결비용\n  - 계약관리비용  \n  등을 차감한 후 운용·적립되기 때문입니다.\n- 또 해지 시에는 적립금에서 이미 지출한 계약체결비용 해당액을 차감하는 경우가 있기 때문입니다.\n\n추가로, 이 상품은 **저해지환급형**이어서 보험료 납입기간 중 해지하면 환급금이 더 낮습니다.\n\n- **50%형**: 일반형(100%형) 해지환급금의 **50%**\n- **70%형**: 일반형(100%형) 해지환급금의 **70%**\n\n다만, **보험료 납입기간이 완료된 이후 해지하는 경우에는 일반형(100%형) 해지환급금과 동일**하다고 되어 있습니다.\n\n근거:\n- `032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md` > `2. 해지환급금 관련 유의사항`\n- `031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md` > `▣ 해지환급금 및 환급률 비교`	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	가. 저해지환급형(50%형 및 70%형)은 “저해지환급형” 상품으로 보험료 납입기간중 계약이 해지될 경우 일반형(100%형)의 해지환급금 대비 적은 해지환급금을 지급하는 대신 일반형(100%형)보다 저렴한 보험료로 종신보험을 가입할수 있도록 한 상품이다.\n나. “가.”에서 해지환급금을 계산할 때 기준이 되는 일반형(100%형)의 해지환급금 은 “보험료 및 책임준비금 산출방법서”에서 정한 방법에 따라 산출된 금액으로 해지율을 적용하지 않고 계산한다.\n다. 저해지환급형(50%형 및 70%형)의 계약이 보험료 납입기간 중 해지될 경우의 해지환급금은 50%형의 경우 일반형(100%형) 해지환급금의 \n50%에 해당하는 금액으로 하며, 70%형의 경우 일반형(100%형) 해지환급금의 70%에 해당하는 금액으로 한다. 다만, 보험료 납입기간이 완료된 이후 계약이 해지되는 경우에는 일반형(100%형)의 해지환급금과 동일하며 납입되지 않은 보험료가 있는 경우 매월 계약해당일에 정상적으로 보험료가 납입되었을 때의 해지환급금에서 납입되지 않은 보험료를 차감하여 지급한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf.md + docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, 관련 문서도 기대 문서명과 일치합니다.
27	신한THE착한연금미리받을수있는종신보험 보험료 납입하다가 연금으로 전환이 되는것으로 아는데 연금전환하면 전환 후의 약관 및 요율을 적용하는거 맞지요?	아니요. 제공된 약관/사업방법서 기준으로는 **연금전환 후의 약관 및 요율을 적용하는 것이 아니라, 전환 전 계약 가입시의 약관 및 기초율(보험요율)을 적용**합니다.\n\n근거:\n- **약관** `032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md`  \n  - `◆ 연금계약으로 전환 관련 유의사항`  \n  - “**전환전 계약 가입시의 약관 및 기초율(위험률, 계약관리비용)을 기준으로 연금액을 계산**”\n- **사업방법서** `031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md`  \n  - `15. 연금전환에 관한 사항`  \n  - “**전환전계약 가입시의 약관 및 보험요율을 적용**”\n\n다만 예외가 있습니다.\n- **종신연금형**은 연금전환 시 **연금생명표**가 개정되어,  \n  가입당시 연금생명표로 계산한 연금액보다 **전환 당시 연금생명표**로 계산한 연금액이 더 크면,  \n  **전환 당시 연금생명표 기준의 연금액**을 지급합니다.\n\n즉, 정리하면:\n- **원칙:** 가입 당시 약관/요율 적용\n- **예외(종신연금형):** 더 유리하면 전환 당시 연금생명표 적용 가능	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	가. 연금전환특약의 연금액은 전환일 현재 피보험자의 나이에 의하여 계산한다.\n나. 연금전환특약은 전환전계약 가입시의 약관 및 보험요율을 적용한다.다만, 종신연금형의 경우 연금전환시 연금생명표 개정 등에 따라 가입당시 연금생명표로 계산한 연금액보다 연금전환당시 연금생명표로 계산한 연금액이더 큰 경우에는 연금전환 당시의 연금생명표를 기준으로 산출한 연금액을 지급한다. 이 경우 회사는 계약자가 연금전환을 신청하였을 때 연금액 변동내역 및 연금지급형태 선택방법 등을 안내한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	일치	100	일치	100	일치	100	일치	Response는 연금전환 시 약관 및 요율 적용 원칙과 예외사항을 정확히 설명하였으며, 실제 Context 문서도 기대 문서명과 일치합니다.
28	무배당 종신보험 표준형 15년납 2006년에 가입하여, 완납된 상태입니다. 이후에도 공제되는 사업비가 있나요?	STATUS: insufficient\n\n제공된 근거만으로는 **완납 이후에도 사업비가 계속 공제되는지** 확인할 수 없습니다.\n\n확인된 내용은 다음뿐입니다.\n- **문서명:** `023-무배당종신보험_사업방법서_060401.doc-1.md`\n- **항목:** `보험료 납입기간 및 가입나이`\n  - 무배당 종신보험 표준형에 **15년납**이 존재함\n- **항목:** `보험료 할인 > 고액계약`\n  - 보험가입금액에 따른 **영업보험료 할인율**\n- 그 외 메디케어형 서비스 제공 내용\n\n하지만 **사업비 공제 시점, 완납 후 공제 여부**에 대한 조항은 제공된 context에 없습니다.  \n약관이나 사업비 관련 조항이 있는 문서가 추가로 필요합니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 002-_무_종신보험표준형_20210101_약관.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md	완납이후에는 납입후 유지비만 공제되며, 매년 보험가입금액 * 0.25/1000으로 공제됩니다.	docs/무배당종신보험_사업방법서_060401.doc.md	불일치	0	부분일치	50	불일치	10	불일치	답변이 질문에 대한 핵심 정보를 제공하지 못했으며, 완납 이후 공제되는 사업비에 대한 구체적인 내용을 포함하지 않았습니다. 또한, 기대 문서명과 일부 관련 문서가 일치하지만, 핵심 문서가 명확히 포함되지 않았습니다.
29	무배당 종신보험 표준형으로 현재 실효가 된 상태입니다. 부활시 부활이자는 어떻게 되나요?	STATUS: insufficient\n\n제공된 근거만으로는 **무배당 종신보험 표준형의 실효 후 부활 시 적용되는 부활이자**를 확인할 수 없습니다.\n\n확인된 내용은:\n- **`032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md` / `◦ 부활`**: 부활(효력회복) 시 암보장개시일이 부활일 포함 90일 경과 다음 날이라는 내용만 있습니다.\n- **`002-_무_종신보험표준형_20210101_약관.md` / `무배당 종신보험 표준형 약관`**: 목차만 보이며, 부활이자 관련 조항 본문은 제공되지 않았습니다.\n- **`023-무배당종신보험_사업방법서_060401.doc-1.md` / `보험료 할인 > 고액계약`**: 보험료 할인 내용으로, 부활이자와는 관련이 없습니다.\n\n따라서 현재 자료만으로는 부활이자가 **얼마인지 또는 어떤 기준으로 계산되는지 알 수 없습니다.**	023-무배당종신보험_사업방법서_060401.doc-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 002-_무_종신보험표준형_20210101_약관.md, 025-무배당종신보험표준형_약관_060401.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md	계약자는 실효된 날부터 2년 이내에 계약의 부활(효력회복)을 청약할 수 있으며, 회사가 이를 승낙한 때에는 부활(효력회복)을 청약한 날까지의 연체된 보험료에 이 계약의 예정이율+1% 범위 내에서 이 보험에 대해 회사가 정하는 이율로 계산한 금액을 더하여 납입하여야 합니다.	docs/무배당종신보험표준형_약관_060401.pdf.md	불일치	0	부분일치	50	불일치	10	불일치	Response가 부활이자 계산 방식에 대한 핵심 정보를 제공하지 못했으며, 관련 문서도 일부 포함되었으나 기대 문서명이 명확히 포함되지 않았습니다.
30	무배당 종신보험 표준형 가입한 고객입니다. 선납시 보험료 할인이 있나요?	무배당 종신보험 표준형은 **선납 시 보험료 할인이 있습니다.**\n\n- 근거: **023-무배당종신보험_사업방법서_060401.doc-1.md > 보험료 할인 > 보험료선납**\n- 내용: **“3개월분 이상의 보험료를 선납할 때에 한하며 할인율은 예정이율로 함.”**\n\n즉,\n- **3개월분 이상 선납하는 경우에만**\n- **예정이율 기준으로 할인**됩니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 002-_무_종신보험표준형_20210101_약관.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md	3개월 이상의 보험료를 선납시 할인이 적용되며, 할인율은 예정이율로 합니다.	무배당종신보험_사업방법서_060401.doc	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 조건인 '3개월 이상 선납'과 '예정이율 기준 할인'을 정확히 포함하고 있으며, 관련 문서명도 기대 문서명과 일치합니다.
31	신한진심을품은변액유니버설종신을 연금으로 전환시 연금액은 어떻게 산출이 되나요?	STATUS: insufficient\n\n제공된 근거에는 **「038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf」의 `전환사채` 항목 정의**만 있으며,  \n질문하신 **연금 전환 시 연금액 산출 기준**에 대한 내용은 확인되지 않습니다.\n\n따라서 현재 context만으로는 **신한진심을품은변액유니버설종신을 연금으로 전환할 때 연금액이 어떻게 산출되는지** 답변할 수 없습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md	보험계약자가 연금계약으로 전환시, 회사는 주계약 가입당시 “사업방법서, 약관, 보험료 및 책임준비금 산출방법서와 보험요율[연금사망률, 계약관리비용, 가입당시 산출기준에 따른 공시이율(최저보증이율 포함)]을 기준으로 연금액을 계산하여 지급합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	일치	100	부분일치	20	부분일치 20%	Response가 질문에 대한 답변을 제공하지 못했으며, context는 기대 문서명을 포함하고 있습니다.
32	신한진심을품은변액유니버설종신에서 중도인출시 언제 지급되나요?	STATUS: insufficient\n\n제공된 근거(문서: `007-300138_라이프앱가능업무.docx-1.md`, 섹션: `② 보험금신청(사고보험금 / 일반보험금)`)에는 중도인출 관련해  \n- 당일 중도인출 신청 가능 보험은 당일 1회 신청 가능  \n- 대출금이 인출한도를 초과하면 최소상환금 납입 후 차액 지급  \n\n내용만 있고, **중도인출 신청 후 언제 지급되는지(지급 시점)** 는 명시되어 있지 않습니다.	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 007-300138_라이프앱가능업무.docx-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md, 012-300233_계약관계자변경.docx-1.md	계약자적립금의 인출시 인출금액은 「인출신청일 + 제2영업일」 의 기준가격을 적용하여 계약자적립금에서 차감되며, 지급됩니다. 계약자적립금의 인출은 추가납입보험료에 의한 계약자적립금에서 우선적으로 가능하며, 추가납입보험료에 의한 계약자적립금이 부족한 경우에 한하여 기본보험료에 의한 계약자적립금에서 인출이 가능합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	Response는 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 기대 문서와 일치하지 않습니다.
33	신한진심을품은변액유니버설종신에서 의무납입기간 2년이후 보험료 납입을 하지 않을경우 공제되는 보험료는 어떻게 되나요?	신한진심을품은변액유니버설종신보험(무배당) 약관상, **의무납입기간 2년(24회 납입) 이후에는 보험료를 꼭 계속 납입하지 않아도** 됩니다. 다만, **해지환급금(보험계약대출 원리금 차감, 특약 해지환급금 제외)** 에서 **해당 월의 월대체보험료**를 충당할 수 있는 경우에 한합니다.  \n근거: `제34조 제2회 이후 보험료의 납입`\n\n공제되는 금액은 약관의 `월대체보험료 공제 예시`에 따르면 다음과 같습니다.\n\n- **월대체보험료 = 해당 월의 위험보험료 + 계약관리비용 중 유지관련비용 + 최저사망보험금 보증비용 + (특약이 있으면) 특약보험료**\n- 단, **계약관리비용 중 기타비용은 기본보험료 납입 시에 공제**됩니다.\n\n또한 **2년(24회 납입) 경과 후 보장형 계약의 월대체보험료는 매월 계약해당일에 해지환급금에서 공제**됩니다.  \n예시로 계약일이 8월 15일이면, 2년 경과 후에는 매월 **15일**에 공제됩니다.  \n근거: `월대체보험료 공제 예시`\n\n즉, 질문하신 경우 **보험료를 따로 납입하지 않으면 적립금/해지환급금에서 월대체보험료가 자동 공제**된다고 보시면 됩니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md	월대체보험료는 매월 계약해당일에 해지환급금(단, 보험계약대출의 원금과 이자를 차감한 금액으로 특약의 해지환급금은 제외된 금액)에서 공제하며, 계약관리비용 중 기타비용은 기본보험료(특약이 부가된 경우 특약보험료 포함) 납입시에 공제합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	일치	100	부분일치	80	일치	96	일치	답변은 정답의 핵심 내용을 정확히 포함하고 있으며, 약관의 세부 내용과 공제 방식도 명확히 설명되었습니다. 그러나 Context 문서명 중 일부가 기대 문서명과 정확히 일치하지 않아 Context 평가에서 약간의 감점이 있었습니다.
34	S-MORE신한저축보험에서 납입일시중지를 신청하면 빠지는 보험료가 있나요?	S-MORE신한저축보험의 **납입일시중지**를 신청하면, 약관상 **별도로 빠지는 보험료가 있다고 나온 내용은 없습니다.**\n\n근거:\n- **제13조 【 보험료의 납입일시중지 】**  \n  납입일시중지기간 동안에는 **보험료를 납입하지 않을 수 있고**, 그 기간만큼 **납입기일과 납입기간이 뒤로 연기**된다고 되어 있습니다. 즉, 안 낸 보험료가 없어지는 것이 아니라 **나중에 연장된 기간에 납입**하는 구조입니다.\n- 또한 같은 조항에 따르면 **특약에도 동일하게 납입일시중지가 적용**됩니다.\n\n정리하면:\n- **납입일시중지 신청 자체로 차감되는 보험료**: 약관상 확인되지 않음\n- **중지 기간의 보험료**: 면제되는 것이 아니라 **이후 연기된 납입기일에 납입**\n\n출처:\n- `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md` / **제13조 【 보험료의 납입일시중지 】**	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	납입일시중지기간동안 계약유지를 위해 납입일시중지 월공제액을 월계약해당일에 적립액에서 공제합니다.\n납입일시중지기간은 월계약해당일에 해지환급금(보험계약대출원리금을 차감한 금액 기준)에서 해당월의 위험보험료와 부가보험료(수금비 제외) 및 특약이 부가된 경우 특약보험료(수금비 제외)의 합계액(이하 “납입일시중지 월공제액”이라 합니다)의 공제가 가능한 기간 이내로 하고, 보험료 납입일시중지를 신청시 1회 3개월 단위로 납입중지횟수를 선택하여야 하며, 최대 12회(36개월)까지 선택 가능합니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	불일치	0	일치	100	부분일치	20	부분일치 20%	실제 답변은 납입일시중지 시 빠지는 보험료가 없다고 했으나, 정답은 납입일시중지 월공제액이 적립액에서 공제된다고 명시하고 있어 핵심 내용이 틀렸습니다. 그러나 Context는 기대 문서명과 일치합니다.
35	S-MORE신한저축보험 적립액 인출시 조건이 어떻게 되나요?	무배당 **S-MORE신한저축보험**의 적립액 인출 조건은 약관 **제23조【적립액의 인출】** 기준으로 다음과 같습니다.\n\n- **인출 가능 시기**: 계약일 **1개월 경과 후부터 만기일 이전까지**\n- **인출 횟수**: 보험년도 기준 **연 12회 한도**\n- **인출 가능 금액 범위**: **해지환급금에서 보험계약대출적립금을 제외한 금액 이내**\n- **10년 이내 총 인출 한도**: 계약 후 **10년 이내 총 인출금액은 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없음**\n- **인출 수수료**: **인출금액의 0.2%와 2,000원 중 적은 금액**을 적립액에서 차감 가능\n- **인출 후 최소 적립액 유지 조건**\n  - **월납**: 인출 후 적립액이 **월납 기본보험료의 500%와 300만원 중 적은 금액 미만이면 안 됨**\n  - **일시납**: 인출 후 적립액이 **일시납 기본보험료의 10% 미만이면 안 됨**\n- **인출 순서**: **추가납입보험료에 의한 적립액에서 우선 인출**, 부족한 경우에만 **기본보험료 적립액에서 인출 가능**\n\n근거: `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md` → `제23조 【 적립액의 인출 】`	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	적립액의 일부를 인출하기 위해서는 인출 후 적립액이 월납의 경우에는 월납 기본보험료의 500%와 300만원 중 적은 금액 미만, 일시납의 경우에는 일시납 기본보험료의 10%미만이 되지 않아야 합니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	부분일치	75	부분일치	90	부분일치	78	부분일치 78%	Response는 정답의 핵심 조건을 포함하고 추가적인 세부사항도 제공했으나, 정답의 핵심 내용만을 간결히 전달하지 않아 일부 과잉 정보가 포함되었습니다. Context는 관련 문서를 포함하지만 기대 문서명과 약간의 차이가 있습니다.
36	S-MORE신한저축보험 가입하고 사망보험금을 수령하지 않은 상태입니다. 이자는 계속 발생하는지요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **사망보험금을 수령하지 않은 상태에서 이자가 계속 발생하는지**를 확인할 수 없습니다.\n\n근거:\n- **033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md / 참 조)을 지급합니다.**  \n  → 사망 시 재해사망보험금/일반사망보험금 지급 사유만 확인됩니다.\n- **033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md / ○ 저축성상품**  \n  → 만기보험금, 해지환급금, 공시이율, 적립금 관련 설명은 있으나, **사망보험금 미수령 기간 중 이자 발생 여부**는 나오지 않습니다.\n\n따라서 해당 내용은 **보험금 지급 지연이자** 또는 **미지급 보험금 처리** 관련 약관 조항이 추가로 필요합니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	지급기일의 다음날부터 보험금 지급일까지의 기간 : 이 보험의 보험계약대출이율로 연 단위 복리로 계산되며, 소멸시효(약관)가 완성된 3년이후에는 지급하지 않습니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	불일치	0	일치	100	부분일치	20	부분일치 20%	Actual Response는 질문에 대한 답변을 제공하지 못했으며, 이자 발생 여부에 대한 명확한 정보를 포함하지 않았습니다. 그러나 Context는 기대 문서명과 일치합니다.
37	신한큐브종합건강상해보험 가입후 주피보험자 사망할 경우 주계약 보장내용알려주세요. 그리고 주피 장해시 납입면제 기준은 무엇인가요?	STATUS: insufficient\n\n제공된 근거만으로는 **주피보험자 사망 시 주계약 보장내용**이나 **주피 장해 시 납입면제 기준**을 확인할 수 없습니다.\n\n확인된 내용은 다음뿐입니다:\n- **문서명**: `판매약관_신한큐브종합건강상해보험_230404.pdf.md`\n- **위치**: `심신상실 > 제6조 보험금 지급사유 등의 발생통지`\n- **내용**: 보험금 지급사유나 **보험료 납입면제사유가 발생한 경우 지체 없이 회사에 알려야 한다**는 안내\n\n즉, 현재 근거에는\n- 사망 시 주계약에서 무엇을 보장하는지\n- 장해 시 어떤 조건에서 납입면제가 되는지  \n에 대한 **구체 기준이 없습니다**.\n\n해당 약관의 **보험금 지급사유**, **보험료 납입면제**, **장해분류표/장해지급률표** 관련 조항이 있으면 그 기준으로 정확히 안내드릴 수 있습니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 012-300233_계약관계자변경.docx-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	주계약 보장내용\n- 재해장해급여금 : 보험기간 중 피보험자가 재해를 직접적인 원인으로 장해분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 때\n- 보험료 납입기간 중 피보험자가 「장해분류표 중 동일한 재해 또는 재해이외의 동일한 원인으로 여러 신체부위의 장해지급률을 더하여 50%이상인 장해상태」가 되었을 경우에는 차회 이후의 보험료 납입을 면제함\n- 보험기간 중 피보험자가 사망하였을 경우에는 이 계약은 그때부터 효력이 없음. 다만, 보험기간 중 피보험자가 사망한 경우에는 산출방법서에서 정하는 바에 따라 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급함	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	불일치	0	부분일치	50	불일치	10	불일치	Response는 질문에 대한 구체적인 답변을 제공하지 못했으며, 관련 문서도 일부만 포함되어 있어 정답과 일치하지 않습니다.
