no	Question	Response	Context
32	신한진심을품은변액유니버설종신에서 중도인출시 언제 지급되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md
33	신한진심을품은변액유니버설종신에서 의무납입기간 2년이후 보험료 납입을 하지 않을경우 공제되는 보험료는 어떻게 되나요?	"신한진심을품은변액유니버설종신보험에서 의무납입기간 2년(24회 납입) 이후 보험료를 납입하지 않을 경우, 해지환급금(보험계약대출의 원금과 이자를 차감한 금액으로 특약의 해지환급금은 제외된 금액)에서 해당 월의 월대체보험료를 공제합니다. 월대체보험료는 위험보험료, 계약관리비용 중 유지관련비용, 최저사망보험금 보증비용, 특약보험료(보험료 납입이 면제된 특약은 제외)로 구성됩니다. 계약관리비용 중 기타비용은 기본보험료 납입 시에 공제됩니다.  \n\n출처: 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, ""제34조 제2회 이후 보험료의 납입"" 및 ""월대체보험료 공제 예시"""	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md
34	S-MORE신한저축보험에서 납입일시중지를 신청하면 빠지는 보험료가 있나요?	S-MORE신한저축보험에서 납입일시중지를 신청하면 기본 보험료와 특약보험료를 포함한 모든 보험료의 납입이 중지됩니다. 단, 납입일시중지기간 동안에는 월 계약해당일에 적립액에서 납입일시중지 월 공제액이 공제됩니다. 납입일시중지 월 공제액을 적립액에서 공제할 수 없는 경우에는 납입일시중지기간이 종료됩니다. (출처: 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 제13조 【 보험료의 납입일시중지 】)	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
35	S-MORE신한저축보험 적립액 인출시 조건이 어떻게 되나요?	S-MORE신한저축보험의 적립액 인출 조건은 다음과 같습니다:\n\n1. **인출 가능 시기**: 계약일로부터 1개월이 지난 후부터 만기일 이전까지 가능합니다.  \n2. **연간 인출 횟수 제한**: 보험년도 기준 연 12회로 제한됩니다.  \n3. **총 인출 금액 제한**: 계약 후 경과 기간 10년 이내의 총 인출 금액은 계약자가 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없습니다.  \n4. **수수료**: 인출 시 수수료는 인출 금액의 0.2%와 2,000원 중 적은 금액이 부과되며, 이는 적립액에서 차감됩니다.  \n5. **인출 후 잔액 조건**:  \n   - 월납의 경우: 인출 후 적립액이 월납 기본 보험료의 500%와 300만 원 중 적은 금액 미만이 되어서는 안 됩니다.  \n   - 일시납의 경우: 인출 후 적립액이 일시납 기본 보험료의 10% 미만이 되어서는 안 됩니다.  \n6. **중도 인출 우선순위**: 추가납입보험료에 의한 적립액에서 우선적으로 인출 가능하며, 추가납입보험료 적립액이 부족한 경우 기본 보험료 적립액에서 인출 가능합니다.\n\n출처: `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md`, 제23조 【 적립액의 인출 】.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
36	S-MORE신한저축보험 가입하고 사망보험금을 수령하지 않은 상태입니다. 이자는 계속 발생하는지요?	S-MORE 신한저축보험의 약관에 따르면, 보험금 지급 사유가 발생하여 사망보험금을 수령하지 않은 상태라면 계약은 효력을 잃게 됩니다. 따라서 이자가 계속 발생하는지에 대한 명확한 근거는 제공된 약관에서 확인되지 않습니다. 추가적으로, 적립금에 적용되는 이율은 변동할 수 있으며, 이는 보험금 지급액에 영향을 미칠 수 있습니다. 이자 발생 여부에 대한 명확한 정보는 약관에서 부족합니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
37	신한큐브종합건강상해보험 가입후 주피보험자 사망할 경우 주계약 보장내용알려주세요. 그리고 주피 장해시 납입면제 기준은 무엇인가요?	제공된 컨텍스트에는 신한큐브종합건강상해보험의 주피보험자 사망 시 주계약 보장 내용이나 주피보험자 장해 시 납입면제 기준에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변을 드릴 수 있습니다.	012-300233_계약관계자변경.docx-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
38	신한큐브종합건강상해보험 가입했는데 6년 유지하다가 해지하게되면 어떻게되는지 해약환급금 기준이랑 산출식, 산출근거는 어떻게 되나요?	"신한큐브종합건강상해보험은 ""무배당, 해약환급금 미지급형""으로 명시되어 있습니다. 따라서 해지 시 해약환급금이 지급되지 않는 상품입니다. 해약환급금 기준, 산출식, 산출 근거에 대한 정보는 해당 약관에서 제공되지 않았습니다."	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
39	신한유니버설종신보험 중도인출 가능금액기준과  추후 중도인출시 사망보험금이 줄어드는지 문의드립니다.	"신한유니버설종신보험의 중도인출 가능금액 기준은 다음과 같습니다:  \n\n1. 보험료 납입경과기간 2년(24회 납입) 이후부터 중도인출이 가능합니다.  \n2. 계약 후 경과기간 10년 이내의 총 인출금액은 계약자가 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없습니다.  \n3. 1회 인출할 수 있는 최고금액은 인출 당시 해약환급금(보험계약대출 원리금 제외)의 50%를 초과할 수 없습니다.  \n4. 총 인출금액은 계약자가 실제 납입한 기본보험료 총액을 초과할 수 없습니다.  \n\n중도인출 시 사망보험금은 감소할 수 있습니다. 기본사망보험금은 ""보험가입금액에서 중도인출금액을 차감하고 추가납입보험료를 합산한 금액""으로 계산되므로, 중도인출금액이 많아질수록 사망보험금이 줄어들게 됩니다.  \n\n출처:  \n- 사업방법서 (무)신한유니버설종신보험 (080312), ""9. 중도인출에 관한 사항""  \n- 약관 (무)신한유니버설종신보험 (080312), ""제15조 【 보험금액 】"""	029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 007-300138_라이프앱가능업무.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
40	(355간편)신한통합건강보장보험 원(ONE) 상품 가입 후 보험가입금액을 감액할 경우 감액 후의 해약환급금 산출식 및 근거를 알려주세요.	"신한통합건강보장보험 원(ONE) 상품에서 보험가입금액을 감액할 경우, 감액 후의 해약환급금은 다음 공식에 의해 산출됩니다:  \n\n- 감액 후 해약환급금 = 감액 전 해약환급금 × (감액 후 보험가입금액 / 감액 전 보험가입금액)  \n\n이 공식은 산출방법서의 ""보험가입금액의 감액에 관한 사항""에서 제공된 내용에 근거합니다."	003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md
41	(355간편)신한통합건강보장보험 원(ONE) 보험에 가입하면 일정조건 시 주계약 납입보험료가 면제되는 것으로 알고 있는데 주계약 납입면제 조건 및 그 내용에 대해서 알려주세요	"제공된 컨텍스트에는 ""(355간편)신한통합건강보장보험 원(ONE)"" 보험의 주계약 납입면제 조건에 대한 정보가 포함되어 있지 않습니다. 추가적인 세부 내용이 필요합니다."	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md
42	신한라이프놀라운종신보험 생활자금지급기간 중 피보험자 사망시 생활자금 지급은 어떻게 되나요?	신한라이프 놀라운종신보험의 생활자금 지급기간 중 피보험자가 사망한 경우, 생활자금 선지급은 종료됩니다. 다만, 사망보험금 지급사유 발생 이후에 생활자금이 지급된 경우에는 회사가 지급할 사망보험금에서 해당 생활자금을 차감하고 지급합니다. (출처: 약관, 제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항)	005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
43	신한라이프놀라운종신보험을 해약하려고 합니다. 해지환급금이 적은 이유를 알 수 있을까요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 012-300233_계약관계자변경.docx-1.md
44	신한라이프놀라운종신보험 가입후 암보장개시일 전에 암이 발생하였습니다. 계약을 취소하지 않고, 보험료를 계속 납입하고 있는 상태입니다. 암보장을 다시 받을 수 있는 기간이 있나요?	신한라이프놀라운종신보험 약관에 따르면, '암' 및 '중증 갑상선암' 보장은 계약일(또는 부활일)로부터 90일이 지난 다음 날부터 개시됩니다. 따라서 암보장 개시일 전에 암이 발생한 경우, 해당 보장은 적용되지 않습니다. 암보장을 다시 받을 수 있는 기간에 대한 추가적인 정보는 제공된 문서에 명시되어 있지 않습니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md
45	신한라이프놀라운종신보험 가입후 고객센터에서 계약이 실효되었다고 연락 받았습니다.  그래서 보장을 받으려면 부활을 해야 한다고 하는 데 부활을 하려면 어떻게 해야 합니까?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 012-300233_계약관계자변경.docx-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
46	신한유니버설종신보험  20년 납 상품으로 현재 234회 납입하여,  6번만 더 납입하면 납입이 완료되나, 월대체로 유지된 기간이 있어 책임준비금에서 월대체 되지 않을 경우 보험료 납입을 해야 할 수 있음을 안내했으나, 20년만 납입하면 된다고 설명 들었다며 항의가 심합니다. 납입이 완료되었는데, 계속 보험료를 내야한다니 근거가 무엇인가요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
47	신한라이프놀라운종신보험에 가입한 후 100일 지나서 유방암에 걸렸습니다. 보험금을 얼마나 받을 수 있나요?  약관에 납입면제가 있던데 납입면제가 가능한가요?	"신한라이프 놀라운종신보험 약관에 따르면, 계약일부터 2년 미만에 여성유방암으로 진단 확정된 경우, 보험가입금액의 10% 또는 16%가 지급됩니다. 1형(50% 선지급형)일 경우 보험가입금액의 10%, 2형(80% 선지급형)일 경우 보험가입금액의 16%가 지급됩니다. (출처: ""005-005.약관_신한라이프놀라운종신보험"", ""보험금 지급기준표"")  \n\n또한, 약관에 따르면 암 진단 시 보험료 납입 면제가 적용될 수 있으나, 여성유방암의 경우 보장개시일부터 2년 미만에 진단 확정된 경우에는 납입 면제가 적용되지 않습니다. (출처: ""005-005.약관_신한라이프놀라운종신보험"", ""<향후 관련법령이 개정된 경우 개정된 내용을 적용합니다.>"")"	005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
48	신한라이프놀라운종신보험 보험료 자동대출납입 제도에 대하여 설명해 주세요. 제한이 있나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 012-300233_계약관계자변경.docx-1.md
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	"신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)에서 교통사고로 오른쪽 다리를 다친 경우 장해급여금 지급률 판단 기준은 다음과 같습니다:\n\n1. 한 다리의 3대 관절 중 하나에 기능장해가 생기고 다른 관절 하나에 기능장해가 발생한 경우, 지급률은 각각 적용하여 합산합니다.  \n2. 1하지(다리와 발가락)의 후유장해 지급률은 원칙적으로 각각 합산하되, 지급률은 60%를 한도로 합니다.  \n\n(출처: 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, ""다. 지급률의 결정"")"	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	"신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드는 ""국내고배당주식형""과 ""유럽주식형""입니다.  \n\n- **국내고배당주식형**: 배당성향이 높은 주식(코스닥 주식 등 포함) 및 주식관련파생상품 등에 펀드순자산의 70% 이상 투자.  \n- **유럽주식형**: 유럽지역의 배당성향이 높은 주식 등에 투자하는 집합투자증권에 자산의 50% 이상 투자.  \n\n출처: `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf`, 제15조 펀드의 유형."	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 발생되는 기타 비용으로는 다음과 같은 항목이 있습니다:  \n\n1. **계약관리비용 중 기타비용** (특약이 부가된 경우 특약의 계약관리비용 중 기타비용 포함) - [특별계정 투입보험료, 기본보험료 부분 관련](038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 특별계정 투입보험료).  \n2. **특별계정 자산에서 인출되는 비용**:\n   - 자본시장과 금융투자업에 관한 법률에 따른 보수 및 수수료.\n   - 회계감사비용, 채권평가비용, 유가증권 매매수수료 등.  \n   - 단, 자산운용 보고서를 작성·제공하는 데 드는 비용은 회사가 부담.  \n   - [제20조 특별계정의 제비용 및 보수에 관한 사항](038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md).	030-산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf-1.md, 003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	2022년도 건강보험 진료 통계 기준으로 백내장(H25)으로 입원 치료를 받은 사람의 인당 진료비는 1,727,369원입니다. (출처: 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 다빈도상병별현황(단위_명, 원, 일)_2022)	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 별첨2_분류표_20240401_v1.3.pdf.md
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	"2018년부터 2022년까지의 요양급여비용 증감 추이는 다음과 같습니다.  \n\n- 2018년: 779,141억 원  \n- 2019년: 857,938억 원  \n- 2020년: 868,339억 원  \n- 2021년: 934,984억 원  \n- 2022년: 1,029,770억 원  \n\n이 데이터를 기반으로 그래프를 그리면, 요양급여비용은 매년 꾸준히 증가하는 추세를 보이고 있습니다. (출처: ""건강보험진료통계-입원외래별청구현황_2022.xlsx.md"", ""입원외래별청구현황_2022"")"	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	"신한 SOL라이프 앱에서 한도 증액을 하려면 다음 단계를 따르세요:  \n\n1. 신한 SOL라이프 앱에 접속합니다.  \n2. 전체메뉴(≡)로 이동합니다.  \n3. ""고객정보관리"" > ""내 계약관리"" > ""출금한도변경신청""을 선택합니다.  \n4. 증액 신청 시에는 보안매체(타기관 OTP 또는 모바일 OTP)와 신분증이 필요합니다.  \n\n출처: ""007-300138_라이프앱가능업무.docx-1.md"", ""1. 신한 SOL라이프 앱 이용방법"" 및 ""⑤ 고객정보관리"" 섹션."	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	"신한 SOL라이프 앱에서 제지급 시 금액별 인증 방법은 다음과 같습니다:\n\n1. **기본 인증 수단**: 휴대폰, 신용카드, 카카오페이, 보안(OPT)카드, 비밀번호.  \n2. **신분증 인증**: 주민등록증, 운전면허증, 외국인등록증.  \n3. **추가 탐색 정보**: Email, 피보험자 및 수익자의 성명 또는 생년월일, 상품명, 자동이체 은행 또는 신용카드 회사, 납입방법(자동이체가 아닌 경우), 이체일자, 보험료, 상품종류, 유지건수, 보험계약번호.\n\n출처: `011-300227_계약사항 변경 업무기준 요약표.docx-1.md`, ""1. 계약변경 고객센터 처리 기준 (변경 차액 발생건)"" 섹션."	007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 009-300197_제지급_우편.docx-1.md
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	"계약자가 사망한 경우 계약자 변경 절차는 다음과 같습니다.  \n\n**공통 서류:**  \n1. 계약내용변경·정정신청서 (상단에 '사망승계' 표기, 변경 전 계약자란에 사망한 계약자 이름 기재 후 변경 후 대표계약자의 인감날인).  \n2. 대표수익자 지정 및 계약변경 동의서 (대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명).  \n3. 계약자(사망자) 기준의 기본증명서(사망사실확인용, 상세).  \n4. 계약자(사망자)의 가족관계증명서(상속인 전원과의 관계확인용, 상세).  \n5. 대표계약자 및 상속인 각각의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n6. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서.  \n7. 변경 후 계약자 신분증 사본.  \n\n**조건부 추가 서류:**  \n- 상속인 중 미성년자가 있는 경우:  \n  a. 미성년자 기준의 기본증명서(상세) 및 가족관계증명서(상세).  \n  b. 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n- 상속인 중 2007.12.31 이전에 사망한 경우: 제적등본 추가.  \n- 피보험자가 미성년자인 경우:  \n  a. 미성년자 기준의 기본증명서(상세) 및 가족관계증명서(상세).  \n  b. 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.  \n\n**접수 방법:**  \n- 내방, 우편, 또는 FC방문 접수 가능.  \n- 내방 시 대표계약자 신분증 지참 필수.  \n\n출처: ""012-300233_계약관계자변경.docx-1.md"", ""4. 계약자 변경 _ 사망승계""."	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	"계약자 변경으로 내방할 경우 필요한 서류는 상황에 따라 다릅니다.  \n\n**공통 서류:**  \n1. 변경 전 계약자 및 변경 후 계약자의 신분증  \n2. 계약내용변경·정정신청서 (변경 후 계약자 확인란 작성 및 서명)  \n\n**조건부 추가 서류:**  \n- **변경 전 계약자가 내방하지 않는 경우:**  \n  - 변경 전 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n- **변경 후 계약자가 내방하지 않는 경우:**  \n  - 변경 후 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n- **피보험자가 미성년자인 경우:**  \n  - 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세)  \n  - 친권자 전원의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명  \n\n추가적으로, 대출 승계 건이 포함된 경우나 특정 조건이 있는 경우 추가 서류가 요구될 수 있습니다. 자세한 내용은 계약 상황에 따라 달라지므로, 관련 세부 사항을 확인하시기 바랍니다.  \n(출처: `012-300233_계약관계자변경.docx-1.md`, ""계약자 변경 구비서류"")"	012-300233_계약관계자변경.docx-1.md
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	법인계약의 경우 자동이체 변경 및 해지가 가능합니다. 자동이체 계좌 변경 시 필요한 서류는 다음과 같습니다:  \n\n1. 사업자등록증 사본  \n2. 담당자 신분증 사본 (근무부서 및 연락처 기재) + 재직증명서 (명함 또는 건강보험증으로 대체 가능)  \n3. 자동이체 통장 사본 (변경대상 건 인적사항 및 계약사항 기재)  \n\n자동이체 해지의 경우, 계약건과 계좌번호를 유선으로 확인 후 해지 처리할 수 있으며, 통장 사본 팩스 수신은 제외됩니다.  \n\n근거 문서: `010-300200_법인계약 고객센터 상담 기준.docx-1.md`, 섹션 `4. 법인계약 상담유형 및 구비서류`.	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자인 계약자의 제지급 요청 시 필요한 서류에 대한 명확한 정보는 제공된 문서에서 확인되지 않습니다. 추가적인 세부 정보가 필요합니다.	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md
60	해약방어 제외 대상 알려줘.	"제공된 문서들에서 ""해약방어 제외 대상""에 대한 구체적인 정보는 확인되지 않습니다. 추가적인 정보를 제공해 주시면 답변을 도와드릴 수 있습니다."	014-301125_해약방어상담매뉴얼.docx-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
61	청약철회 가능기간 알려줘.	청약철회 가능기간은 일반적으로 보험증권을 받은 날부터 15일 이내입니다. 그러나 보험증권을 받은 날부터 15일이 청약한 날부터 30일을 초과하는 경우에는 청약한 날부터 30일까지 가능합니다. 또한, 만 65세 이상 계약자가 체결한 통신판매 계약의 경우에는 청약철회 가능기간이 청약한 날부터 45일까지로 연장됩니다. (출처: 문서 004-000, 사례1 및 사례2)	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 009-300197_제지급_우편.docx-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
62	신한금융플러스 영업지원파트장 이름 알려줘.	신한금융플러스 영업지원파트장의 이름은 정주현입니다. (출처: 015-301221_DB사업그룹 제휴채널 조직 현황.docx-1, DB사업그룹 제휴채널 조직 현황)	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 015-301221_DB사업그룹 제휴채널 조직 현황.docx-1.md
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 다음과 같습니다:  \n\n1. **VOC 접수 처리 방식**  \n   - 고객센터는 고객 요청 사항을 접수만 가능하며, VOC 등록 후 업무는 VOC 처리기관에서 진행됨을 안내해야 합니다.  \n   - FC 변경 접수 가능한 계약은 먼저 FC 변경을 입력하고, 접수 불가한 계약만 VOC로 등록해야 합니다.  \n\n2. **VOC 접수 경로**  \n   - 모집 > 청약철회 > 청약철회요구 경로를 통해 접수하며, 요구사항란에 고객센터 지급처리 불가 사유 등 요청 내용을 명확히 기재해야 합니다.  \n\n3. **기타 유의사항**  \n   - 지역별 FC 배정이 아니므로 입력 및 안내 시 주의가 필요합니다.  \n\n출처:  \n- [006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 3. 계약자 미성년자인 경우 청약철회 기준]  \n- [008-300155_고객센터 FC변경 접수방법.docx-1.md, 고객센터 FC변경 접수방법]	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
