No.	Question	Response	Context	정답	문서명	answer_judgment	answer_match_percent	context_judgment	context_match_percent	final_judgment	final_match_percent	Result	reason
27	신한THE착한연금미리받을수있는종신보험 보험료 납입하다가 연금으로 전환이 되는것으로 아는데 연금전환하면 전환 후의 약관 및 요율을 적용하는거 맞지요?	신한THE착한연금미리받을수있는종신보험에서 연금으로 전환 시, 전환 전 계약 가입 시의 약관 및 기초율(위험률, 계약관리비용)을 기준으로 연금액을 계산하여 지급합니다. 다만, 종신연금형의 경우 연금전환 시 연금생명표 개정 등에 따라 전환 당시 연금생명표를 기준으로 계산한 연금액이 더 큰 경우에는 전환 당시의 연금생명표를 기준으로 연금액을 산출하여 지급합니다. 이와 관련하여 연금액 변동내역 및 연금지급형태 선택방법 등은 계약자가 연금전환을 신청할 때 안내됩니다. (출처: 약관 및 사업방법서 관련 섹션)	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	가. 연금전환특약의 연금액은 전환일 현재 피보험자의 나이에 의하여 계산한다.\n나. 연금전환특약은 전환전계약 가입시의 약관 및 보험요율을 적용한다.다만, 종신연금형의 경우 연금전환시 연금생명표 개정 등에 따라 가입당시 연금생명표로 계산한 연금액보다 연금전환당시 연금생명표로 계산한 연금액이더 큰 경우에는 연금전환 당시의 연금생명표를 기준으로 산출한 연금액을 지급한다. 이 경우 회사는 계약자가 연금전환을 신청하였을 때 연금액 변동내역 및 연금지급형태 선택방법 등을 안내한다.	docs/신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf.md	일치	100	부분일치	80	일치	96	일치	응답이 정답의 핵심 내용을 정확히 반영하고 있으며, 약관 및 요율 적용 조건과 예외사항도 모두 포함되어 있습니다. 그러나 실제 Context 문서 목록에 기대 문서명이 일부만 포함되어 있어 Context 일치도가 약간 낮습니다.
28	무배당 종신보험 표준형 15년납 2006년에 가입하여, 완납된 상태입니다. 이후에도 공제되는 사업비가 있나요?	"무배당 종신보험 표준형 15년납 상품의 경우, 보험료 완납 후에도 매년 보험가입금액에 대해 계약관리비용으로 0.25/1,000이 공제됩니다. 이는 ""001-(무)종신보험표준형_20210101_산출방법서"" 문서의 ""나. 비일시납"" 섹션에서 확인된 내용입니다."	023-무배당종신보험_사업방법서_060401.doc-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md	완납이후에는 납입후 유지비만 공제되며, 매년 보험가입금액 * 0.25/1000으로 공제됩니다.	docs/무배당종신보험_사업방법서_060401.doc.md	일치	100	부분일치	50	부분일치	90	부분일치 90%	답변은 정답과 완전히 일치하지만, 실제 Context에 기대 문서명이 포함되지 않아 부분일치로 평가됩니다.
29	무배당 종신보험 표준형으로 현재 실효가 된 상태입니다. 부활시 부활이자는 어떻게 되나요?	제공된 문서들에서는 무배당 종신보험 표준형의 부활 시 부활이자 계산 방법에 대한 구체적인 내용이 확인되지 않습니다. 추가적인 정보가 필요합니다.	002-(무)종신보험표준형_20210101_약관.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 024-무배당종신보험표준형_산출방법서_060401.doc-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md	계약자는 실효된 날부터 2년 이내에 계약의 부활(효력회복)을 청약할 수 있으며, 회사가 이를 승낙한 때에는 부활(효력회복)을 청약한 날까지의 연체된 보험료에 이 계약의 예정이율+1% 범위 내에서 이 보험에 대해 회사가 정하는 이율로 계산한 금액을 더하여 납입하여야 합니다.	docs/무배당종신보험표준형_약관_060401.pdf.md	불일치	0	부분일치	50	불일치	10	불일치	Response가 부활이자 계산 방법에 대해 답변하지 못했으며, 기대 문서명과 일부 관련 문서만 포함되어 있습니다.
30	무배당 종신보험 표준형 가입한 고객입니다. 선납시 보험료 할인이 있나요?	무배당 종신보험 표준형의 경우, 3개월분 이상의 보험료를 선납할 때 할인율은 예정이율로 적용됩니다. (출처: 023-무배당종신보험_사업방법서_060401.doc-1.md, 보험료 할인 > 보험료선납)	023-무배당종신보험_사업방법서_060401.doc-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	3개월 이상의 보험료를 선납시 할인이 적용되며, 할인율은 예정이율로 합니다.	무배당종신보험_사업방법서_060401.doc	일치	100	일치	100	일치	100	일치	Response가 정답의 핵심 내용을 정확히 포함하고 있으며, 관련 문서도 기대 문서명과 일치합니다.
31	신한진심을품은변액유니버설종신을 연금으로 전환시 연금액은 어떻게 산출이 되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md	보험계약자가 연금계약으로 전환시, 회사는 주계약 가입당시 “사업방법서, 약관, 보험료 및 책임준비금 산출방법서와 보험요율[연금사망률, 계약관리비용, 가입당시 산출기준에 따른 공시이율(최저보증이율 포함)]을 기준으로 연금액을 계산하여 지급합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 포함되지 않았습니다.
32	신한진심을품은변액유니버설종신에서 중도인출시 언제 지급되나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	023-무배당종신보험_사업방법서_060401.doc-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md	계약자적립금의 인출시 인출금액은 「인출신청일 + 제2영업일」 의 기준가격을 적용하여 계약자적립금에서 차감되며, 지급됩니다. 계약자적립금의 인출은 추가납입보험료에 의한 계약자적립금에서 우선적으로 가능하며, 추가납입보험료에 의한 계약자적립금이 부족한 경우에 한하여 기본보험료에 의한 계약자적립금에서 인출이 가능합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 포함되지 않았습니다.
33	신한진심을품은변액유니버설종신에서 의무납입기간 2년이후 보험료 납입을 하지 않을경우 공제되는 보험료는 어떻게 되나요?	"신한진심을품은변액유니버설종신보험에서 의무납입기간 2년(24회 납입) 이후 보험료를 납입하지 않을 경우, 해지환급금(보험계약대출의 원금과 이자를 차감한 금액으로 특약의 해지환급금은 제외된 금액)에서 해당 월의 월대체보험료를 공제합니다. 월대체보험료는 위험보험료, 계약관리비용 중 유지관련비용, 최저사망보험금 보증비용, 특약보험료(보험료 납입이 면제된 특약은 제외)로 구성됩니다. 계약관리비용 중 기타비용은 기본보험료 납입 시에 공제됩니다.  \n\n출처: 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, ""제34조 제2회 이후 보험료의 납입"" 및 ""월대체보험료 공제 예시"""	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md	월대체보험료는 매월 계약해당일에 해지환급금(단, 보험계약대출의 원금과 이자를 차감한 금액으로 특약의 해지환급금은 제외된 금액)에서 공제하며, 계약관리비용 중 기타비용은 기본보험료(특약이 부가된 경우 특약보험료 포함) 납입시에 공제합니다.	docs/약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 내용을 정확히 포함하고 있으며, Context도 기대 문서명을 명확히 포함하고 있습니다.
34	S-MORE신한저축보험에서 납입일시중지를 신청하면 빠지는 보험료가 있나요?	S-MORE신한저축보험에서 납입일시중지를 신청하면 기본 보험료와 특약보험료를 포함한 모든 보험료의 납입이 중지됩니다. 단, 납입일시중지기간 동안에는 월 계약해당일에 적립액에서 납입일시중지 월 공제액이 공제됩니다. 납입일시중지 월 공제액을 적립액에서 공제할 수 없는 경우에는 납입일시중지기간이 종료됩니다. (출처: 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 제13조 【 보험료의 납입일시중지 】)	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	납입일시중지기간동안 계약유지를 위해 납입일시중지 월공제액을 월계약해당일에 적립액에서 공제합니다.\n납입일시중지기간은 월계약해당일에 해지환급금(보험계약대출원리금을 차감한 금액 기준)에서 해당월의 위험보험료와 부가보험료(수금비 제외) 및 특약이 부가된 경우 특약보험료(수금비 제외)의 합계액(이하 “납입일시중지 월공제액”이라 합니다)의 공제가 가능한 기간 이내로 하고, 보험료 납입일시중지를 신청시 1회 3개월 단위로 납입중지횟수를 선택하여야 하며, 최대 12회(36개월)까지 선택 가능합니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	부분일치	75	일치	100	부분일치	80	부분일치 80%	Response는 납입일시중지 시 보험료 납입 중지와 공제액 관련 내용을 포함했으나, 최대 12회(36개월)까지 선택 가능하다는 조건이 누락되었습니다.
35	S-MORE신한저축보험 적립액 인출시 조건이 어떻게 되나요?	S-MORE신한저축보험의 적립액 인출 조건은 다음과 같습니다:\n\n1. **인출 가능 시기**: 계약일로부터 1개월이 지난 후부터 만기일 이전까지 가능합니다.  \n2. **연간 인출 횟수 제한**: 보험년도 기준 연 12회로 제한됩니다.  \n3. **총 인출 금액 제한**: 계약 후 경과 기간 10년 이내의 총 인출 금액은 계약자가 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없습니다.  \n4. **수수료**: 인출 시 수수료는 인출 금액의 0.2%와 2,000원 중 적은 금액이 부과되며, 이는 적립액에서 차감됩니다.  \n5. **인출 후 잔액 조건**:  \n   - 월납의 경우: 인출 후 적립액이 월납 기본 보험료의 500%와 300만 원 중 적은 금액 미만이 되어서는 안 됩니다.  \n   - 일시납의 경우: 인출 후 적립액이 일시납 기본 보험료의 10% 미만이 되어서는 안 됩니다.  \n6. **중도 인출 우선순위**: 추가납입보험료에 의한 적립액에서 우선적으로 인출 가능하며, 추가납입보험료 적립액이 부족한 경우 기본 보험료 적립액에서 인출 가능합니다.\n\n출처: `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md`, 제23조 【 적립액의 인출 】.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	적립액의 일부를 인출하기 위해서는 인출 후 적립액이 월납의 경우에는 월납 기본보험료의 500%와 300만원 중 적은 금액 미만, 일시납의 경우에는 일시납 기본보험료의 10%미만이 되지 않아야 합니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	일치	100	일치	100	일치	100	일치	Response는 정답의 핵심 조건을 모두 충실히 포함하고 있으며, 실제 Context 문서도 기대 문서명과 정확히 일치합니다.
36	S-MORE신한저축보험 가입하고 사망보험금을 수령하지 않은 상태입니다. 이자는 계속 발생하는지요?	S-MORE 신한저축보험의 약관에 따르면, 보험금 지급 사유가 발생하여 사망보험금을 수령하지 않은 상태라면 계약은 효력을 잃게 됩니다. 따라서 이자가 계속 발생하는지에 대한 명확한 근거는 제공된 약관에서 확인되지 않습니다. 추가적으로, 적립금에 적용되는 이율은 변동할 수 있으며, 이는 보험금 지급액에 영향을 미칠 수 있습니다. 이자 발생 여부에 대한 명확한 정보는 약관에서 부족합니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md	지급기일의 다음날부터 보험금 지급일까지의 기간 : 이 보험의 보험계약대출이율로 연 단위 복리로 계산되며, 소멸시효(약관)가 완성된 3년이후에는 지급하지 않습니다.	docs/약관_(무)S-MORE신한저축보험_110601.pdf.md	부분일치	60	일치	100	부분일치	76	부분일치 76%	Response는 약관에 명시된 이자 발생 조건을 명확히 설명하지 못하고 불확실한 정보를 제공했습니다. 그러나 관련 약관 문서를 정확히 참조했습니다.
37	신한큐브종합건강상해보험 가입후 주피보험자 사망할 경우 주계약 보장내용알려주세요. 그리고 주피 장해시 납입면제 기준은 무엇인가요?	제공된 컨텍스트에는 신한큐브종합건강상해보험의 주피보험자 사망 시 주계약 보장 내용이나 주피보험자 장해 시 납입면제 기준에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변을 드릴 수 있습니다.	012-300233_계약관계자변경.docx-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	주계약 보장내용\n- 재해장해급여금 : 보험기간 중 피보험자가 재해를 직접적인 원인으로 장해분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 때\n- 보험료 납입기간 중 피보험자가 「장해분류표 중 동일한 재해 또는 재해이외의 동일한 원인으로 여러 신체부위의 장해지급률을 더하여 50%이상인 장해상태」가 되었을 경우에는 차회 이후의 보험료 납입을 면제함\n- 보험기간 중 피보험자가 사망하였을 경우에는 이 계약은 그때부터 효력이 없음. 다만, 보험기간 중 피보험자가 사망한 경우에는 산출방법서에서 정하는 바에 따라 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급함	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	부분일치	50	일치	100	부분일치	60	부분일치 60%	Response는 질문에 대한 답변을 제공하지 못하고 추가 정보가 필요하다고만 언급하여 핵심 내용을 전달하지 못했습니다. 그러나 Context는 기대 문서명을 포함하고 있어 일치로 평가됩니다.
38	신한큐브종합건강상해보험 가입했는데 6년 유지하다가 해지하게되면 어떻게되는지 해약환급금 기준이랑 산출식, 산출근거는 어떻게 되나요?	"신한큐브종합건강상해보험은 ""무배당, 해약환급금 미지급형""으로 명시되어 있습니다. 따라서 해지 시 해약환급금이 지급되지 않는 상품입니다. 해약환급금 기준, 산출식, 산출 근거에 대한 정보는 해당 약관에서 제공되지 않았습니다."	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md	"해약환급금 미지급형 가입시\n- 보험료 납입기간 중 계약을 해지할 경우 해약환급금은 없습니다.\n- 다만, 보험료 납입기간이 완료된 이후에 해지될 경우에는 ""일반형"" 대비 해약환급금이 적은 대신 ""일반형""보다 낮은 보험료로 가입할 수 있도록 한 상품입니다.\n\n나. 해약환급금\n(1) 납입후환급률연동형\n  - 납입기간 중\n\n\n  - 납입기간 후\n\n\n\n    다만, ○ 은 ‘2.1. 시산보험료 산출에 관한 사항’ ‘납입후환급률연동형’의 영업보험료\n         ○ 은 ‘2.1. 시산보험료 산출에 관한 사항’ 참조"	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	일치	100	일치	100	일치	100	일치	Response는 해약환급금 미지급형 상품의 특성을 정확히 설명하며, 약관에 해약환급금 산출식 및 근거가 제공되지 않는다는 점을 명확히 언급했습니다. Context도 기대 문서명과 일치합니다.
39	신한유니버설종신보험 중도인출 가능금액기준과  추후 중도인출시 사망보험금이 줄어드는지 문의드립니다.	"신한유니버설종신보험의 중도인출 가능금액 기준은 다음과 같습니다:  \n\n1. 보험료 납입경과기간 2년(24회 납입) 이후부터 중도인출이 가능합니다.  \n2. 계약 후 경과기간 10년 이내의 총 인출금액은 계약자가 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없습니다.  \n3. 1회 인출할 수 있는 최고금액은 인출 당시 해약환급금(보험계약대출 원리금 제외)의 50%를 초과할 수 없습니다.  \n4. 총 인출금액은 계약자가 실제 납입한 기본보험료 총액을 초과할 수 없습니다.  \n\n중도인출 시 사망보험금은 감소할 수 있습니다. 기본사망보험금은 ""보험가입금액에서 중도인출금액을 차감하고 추가납입보험료를 합산한 금액""으로 계산되므로, 중도인출금액이 많아질수록 사망보험금이 줄어들게 됩니다.  \n\n출처:  \n- 사업방법서 (무)신한유니버설종신보험 (080312), ""9. 중도인출에 관한 사항""  \n- 약관 (무)신한유니버설종신보험 (080312), ""제15조 【 보험금액 】"""	029-사업방법서_(무)신한유니버설종신보험_080312.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 007-300138_라이프앱가능업무.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md	제35조【계약자적립금의 인출】\n① 계약자는 일시납계약의 경우는 보험계약 성립일 이후 월납계약은 보험료 납입경과기간 2년(24회 납입) 이후부터 보험기간 중에 회사가 정한 기준에 따라 해약환급금(보험계약대출원리금을 차감한 금액 기준)의 50% 범위 내(단, 계약자적립금의 인출로 인하여 장래의 월대체보험료를 충당할 수 없는 경우에는 계약자적립금의 인출이 불가능합니다)에서 계약자적립금을 보험년도 기준 년12회까지 인출할 수 있으며, 인출시 수수료는 인출금액의 0.2%와 2,000원 중 작은 금액으로 합니다. 단, 총 인출금액은 계약자가 실제 납입한  기본보험료 총액을 초과할 수 없습니다.\n\n제15조【보험금액】\n① 보험금액은 보험금의 지급사유가 발생한 날의 기본보험금액과 변동보험금액의 합계액으로 합니다. \n② 제1항의 기본보험금액은 기본사망보험금과 이미 납입한 보험료 그리고 계약자적립금의 110% 금액 중 가장 큰 금액으로 합니다.\n③ 제2항의 기본사망보험금은 보험가입금액에서 중도인출금액을 차감하고 추가납입보험료를 합산한 금액으로서, 보험가입금액을 최고한도로 합니다.	docs/약관_(무)신한유니버설종신보험_080312.pdf.md	일치	100	부분일치	80	일치	96	일치	답변은 정답의 핵심 내용을 정확히 반영하고 있으며, 중도인출 가능 기준과 사망보험금 감소 조건을 명확히 설명했습니다. 그러나 실제 Context 문서 목록에 기대 문서명이 일부 포함되지 않아 Context 일치도가 약간 낮습니다.
40	(355간편)신한통합건강보장보험 원(ONE) 상품 가입 후 보험가입금액을 감액할 경우 감액 후의 해약환급금 산출식 및 근거를 알려주세요.	"신한통합건강보장보험 원(ONE) 상품에서 보험가입금액을 감액할 경우, 감액 후의 해약환급금은 다음 공식에 의해 산출됩니다:  \n\n- 감액 후 해약환급금 = 감액 전 해약환급금 × (감액 후 보험가입금액 / 감액 전 보험가입금액)  \n\n이 공식은 산출방법서의 ""보험가입금액의 감액에 관한 사항""에서 제공된 내용에 근거합니다."	003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md	회사는 계약자가 제1항 제2호에 따라 보험가입금액을 감액하고자 할 때에는 그 감액된 부분은 해지된 것으로 봅니다. 이로써 회사가 지급하여야 할 해약환급금이 있을 때에는 제32조(해약환급금) 제1항에 따른 해약환급금을 계약자에게 지급합니다\n[보험가입금액의 감액에 관한 사항]\n보험가입금액을 감액할 때에는 감액된 부분은 해지된 것으로 보고 다음 공식에 의하여 산출된 금액을 계약자에게 지급함\n지급액 =	docs/000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf.md	부분일치	75	부분일치	90	부분일치	78	부분일치 78%	Response는 감액 후 해약환급금 산출식을 제공했으나, 정답의 일부 조건 및 조항 설명이 누락되었습니다. Context는 관련 문서를 포함하지만 기대 문서명이 일부 다릅니다.
41	(355간편)신한통합건강보장보험 원(ONE) 보험에 가입하면 일정조건 시 주계약 납입보험료가 면제되는 것으로 알고 있는데 주계약 납입면제 조건 및 그 내용에 대해서 알려주세요	"제공된 컨텍스트에는 ""(355간편)신한통합건강보장보험 원(ONE)"" 보험의 주계약 납입면제 조건에 대한 정보가 포함되어 있지 않습니다. 추가적인 세부 내용이 필요합니다."	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 003-000.산출방법서_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.1.pdf-1.md	주계약은 납입면제가 없습니다. 다만, 이 주계약의 보험료를 납입면제 할수 있는 특약을 가입한 경우, 보험료 납입기간 중 피보험자가 해당 특약에서 정하는 기준에 따라 납입면제 사유에 해당되는 경우에는 차회 이후 주계약의 보험료 납입을 면제합니다.\n자세한 납입면제 특약의 요건은 해당 약관을 참조하시기 바랍니다	docs/000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf.md	부분일치	50	부분일치	80	부분일치	56	부분일치 56%	응답이 주계약 납입면제 조건에 대해 명확히 설명하지 못하고 추가 정보가 필요하다고만 언급하여 불완전합니다. 또한, 제공된 컨텍스트는 기대 문서명과 일부 일치하지만 완전히 일치하지는 않습니다.
42	신한라이프놀라운종신보험 생활자금지급기간 중 피보험자 사망시 생활자금 지급은 어떻게 되나요?	신한라이프 놀라운종신보험의 생활자금 지급기간 중 피보험자가 사망한 경우, 생활자금 선지급은 종료됩니다. 다만, 사망보험금 지급사유 발생 이후에 생활자금이 지급된 경우에는 회사가 지급할 사망보험금에서 해당 생활자금을 차감하고 지급합니다. (출처: 약관, 제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항)	005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md	생활자금지급기간 중 해지 및 기타사유에 따라 계약이 더 이상 효력이 없는 경우 또는 피보험자가 사망하였을 경우에는 그 때부터 생활자금 선지급은 종료됩니다. 다만, 사망보험금 지급사유 발생 이후에 생활자금이 지급된 경우에는 회사가 지급할 사망보험금에서 해당 생활자금을 차감하고 지급합니다	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	일치	100	부분일치	50	부분일치	90	부분일치 90%	답변은 정답과 완전히 일치하나, 제공된 Context에 기대 문서명이 포함되지 않아 Context 적합성이 일부 부족합니다.
43	신한라이프놀라운종신보험을 해약하려고 합니다. 해지환급금이 적은 이유를 알 수 있을까요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 002-(무)종신보험표준형_20210101_약관.pdf-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 012-300233_계약관계자변경.docx-1.md	해지환급금 일부지급형의 계약은 보험료 납입기간 중 해지될 경우 해지환급금은 일반형 해지환급금의 50%에 해당하는 금액으로 합니다.\n* 다만, 보험료 납입기간이 완료된 이후 계약이 해지되는 경우에는 일반형의 해지환급금과 동일하며 납입되지 않은 기본보험료가 있는 경우 매월 계약해당일에 정상적으로 보험료가 납입되었을 때의 해지환급금에서 납입되지 않은 보험료를 차감하여 지급합니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	불일치	0	불일치	0	불일치	0	불일치	응답이 질문에 대한 답변을 제공하지 못했으며, 관련 문서도 포함되지 않았습니다.
44	신한라이프놀라운종신보험 가입후 암보장개시일 전에 암이 발생하였습니다. 계약을 취소하지 않고, 보험료를 계속 납입하고 있는 상태입니다. 암보장을 다시 받을 수 있는 기간이 있나요?	신한라이프놀라운종신보험 약관에 따르면, '암' 및 '중증 갑상선암' 보장은 계약일(또는 부활일)로부터 90일이 지난 다음 날부터 개시됩니다. 따라서 암보장 개시일 전에 암이 발생한 경우, 해당 보장은 적용되지 않습니다. 암보장을 다시 받을 수 있는 기간에 대한 추가적인 정보는 제공된 문서에 명시되어 있지 않습니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md	피보험자가 보험기간 중 “암보장개시일” 전일 이전에 “암”으로 진단 확정된 경우 계약자는 진단일부터 그 날을 포함하여 90일 이내에 이 계약을 취소할 수 있으며, 계약자가 취소할 경우 이 계약은 그 때부터 효력이 없습니다. 이 경우 회사는 계약자에게 실제 납입한 보험료 누계액(다만, “인출 및 감액 등으로 회사가 실제 지급한 금액”을 차감한 금액)을 돌려드립니다.\n위 항에도 불구하고 계약자가 계약의 취소를 선택하지 않은 때에는 계약일 [부활(효력회복)일]부터 “암보장개시일” 전일 이전에 진단 확정된 “암”과 동일하거나 다른 신체기관에 재발 또는 전이되어 “암”으로 진단확정된 경우라도 회사는 보험금 지급 및 보험료의 납입을 면제하지 않습니다. 다만, 계약일 [부활(효력회복)일]부터 “암보장개시일” 전일 이전에 “암”으로 진단확정 되더라도 “암보장개시일”부터 5년을 지나는 동안 그 암으로 인하여 추가적인 진단(단순 건강검진 제외) 또는 치료사실이 없을 경우, “암보장개시일”부터 5년이 지난 이후에는 이 약관에 따라 보장합니다.\n「“암보장개시일”부터 5년이 지나는 동안」이라 함은 약관[보험료의 납입이 연체되는 경우 납입최고(독촉)와 계약의 해지]에서 정한 계약의 해지가 발생하지 않은 경우를 말합니다.	docs/005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf.md	부분일치	60	부분일치	80	부분일치	68	부분일치 68%	Actual Response는 암보장 개시일 이전에 암이 발생한 경우 보장이 적용되지 않는다는 점은 언급했으나, 암보장을 다시 받을 수 있는 조건(5년간 추가 진단 및 치료가 없을 경우 보장 가능)에 대한 중요한 정보를 누락했습니다. Context 문서도 일부 관련 문서를 포함했으나 기대 문서명과 완전히 일치하지 않습니다.
