no	Question	Response	Context
46	신한유니버설종신보험  20년 납 상품으로 현재 234회 납입하여,  6번만 더 납입하면 납입이 완료되나, 월대체로 유지된 기간이 있어 책임준비금에서 월대체 되지 않을 경우 보험료 납입을 해야 할 수 있음을 안내했으나, 20년만 납입하면 된다고 설명 들었다며 항의가 심합니다. 납입이 완료되었는데, 계속 보험료를 내야한다니 근거가 무엇인가요?	신한유니버설종신보험 약관에 따르면, 보험료 납입 경과 기간이 2년(24회 납입)을 초과한 경우, 해약환급금에서 월대체보험료를 충당할 수 없게 되면 계약자는 추가로 보험료를 납입해야 할 수 있습니다. 이는 월대체보험료가 해약환급금에서 공제되지 않을 경우 계약 유지에 필요한 보험료를 납입해야 하는 구조 때문입니다. 따라서, 20년 납입이 완료되었더라도 해약환급금이 월대체보험료를 충당하지 못하는 상황이 발생하면 추가 납입이 필요할 수 있습니다. 이 내용은 약관의 월대체보험료 관련 조항에서 확인할 수 있습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf
47	신한라이프놀라운종신보험에 가입한 후 100일 지나서 유방암에 걸렸습니다. 보험금을 얼마나 받을 수 있나요?  약관에 납입면제가 있던데 납입면제가 가능한가요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf
48	신한라이프놀라운종신보험 보험료 자동대출납입 제도에 대하여 설명해 주세요. 제한이 있나요?	질문과 일치하는 상품 문맥을 찾지 못했습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	제공된 문서 내용에는 신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)의 장해급여금 지급률을 판단하는 기준에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변이 가능합니다.	산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	제공된 문서에서는 신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 투자되는 펀드에 대한 정보가 포함되어 있지 않습니다. 추가적인 자료가 필요합니다.	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf, 300233_계약관계자변경.docx
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	"제공된 문서에서는 ""신한진심을품은 변액유니버설종신보험""의 사업비 이외에 발생하는 기타 비용에 대한 구체적인 정보가 포함되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변이 가능합니다."	약관_(무)신한유니버설종신보험_080312.pdf, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	제공된 문서 내용에는 2022년도 건강보험 진료통계 기준으로 백내장 입원치료를 받은 사람의 인당 진료비에 대한 정보가 포함되어 있지 않습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx, 산출방법서_신한큐브종합건강상해보험(무배당, 해약환급금 미지급형)_230404_v2.pdf
53	2018년에서 2022년까지의 요양급여비용 증감추이를 알려줘. 그래프로 알려주면 더 좋겠어.	"2018년에서 2022년까지의 요양급여비용 증감 추이는 다음과 같습니다:  \n\n- 2018년: 779,141억 원  \n- 2019년: 857,938억 원  \n- 2020년: 868,339억 원  \n- 2021년: 934,984억 원  \n- 2022년: 1,029,770억 원  \n\n이 데이터는 ""건강보험진료통계-입원외래별청구현황_2022"" 문서의 ""입원외래별청구현황_2022"" 섹션에서 제공된 정보입니다.  \n\n그래프는 제공된 데이터로 직접 생성해야 하며, 여기서는 텍스트로만 제공됩니다."	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md
54	신한 SOL라이프 앱에서 한도증액 하는 방법 알려줘.	신한 SOL라이프 앱에서 한도 증액을 하는 방법에 대한 정보는 제공된 문서들에서 찾을 수 없습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx
55	신한 SOL라이프 앱에서 제지급시 금액별 인증 방법 알려줘.	신한 SOL라이프 앱에서 제지급 시 금액별 인증 방법에 대한 정보는 제공된 문서에서 확인할 수 없습니다. 추가적인 정보를 요청하거나 다른 문서를 확인해 주시기 바랍니다.	300233_계약관계자변경.docx
56	계약자 사망 시 계약자 변경 하는 방법 알려줘.	계약자가 사망한 경우 계약자 변경을 위해 필요한 서류와 절차는 다음과 같습니다:\n\n### 공통 서류\n1. 계약내용변경·정정신청서: 상단에 '사망승계' 표기, 변경 전 계약자란에 사망한 계약자 이름 기재 후 변경 후 대표계약자의 인감날인.\n2. 대표수익자 지정 및 계약변경 동의서: 대표계약자 포함 전 상속인 모두 각각 인감날인 또는 서명.\n3. 계약자(사망자) 기준의 기본증명서(사망사실확인용, 상세).\n4. 계약자(사망자)의 가족관계증명서(계약자와 상속인 전원과의 관계확인용, 상세).\n5. 변경 후 계약자의 신분증 사본.\n6. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서.\n\n### 조건부 추가 서류\n- 상속인 중 사망자가 있는 경우:\n  - 해당 상속인의 기본증명서(사망사실확인용, 상세)와 가족관계증명서.\n  - 2007.12.31 이전 사망자는 제적등본 추가.\n- 상속인 중 미성년자가 있는 경우:\n  - 미성년자 기준의 기본증명서(상세)와 가족관계증명서(상세).\n  - 미성년자의 친권자 인감증명서+인감도장 또는 본인서명사실확인서+서명.\n  - 친권자가 미내방 시 자필 작성한 위임장 및 계약관리를 위한 상세 동의서.\n- 피보험자가 미성년자인 경우:\n  - 피보험자 기준의 기본증명서(상세)와 가족관계증명서(상세).\n  - 친권자 전원의 인감증명서+인감날인 또는 본인서명사실확인서+서명.\n\n### 접수 방법\n- 내방, 우편, 또는 FC 방문 접수 가능.  \n- 서류 작성 시 본인서명사실확인서의 서명과 신청서상의 서명이 동일해야 하며, 회사명과 용도를 정확히 기재해야 합니다.\n\n(출처: `012-300233_계약관계자변경.docx-1.md`, `4. 계약자 변경 _ 사망승계`)	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
57	계약자 변경으로 내방할 경우 지참 해야 할 서류 알려줘.	"계약자 변경으로 내방할 경우 지참해야 할 서류는 상황에 따라 다릅니다. 기본적으로 필요한 서류와 조건부로 추가되는 서류는 다음과 같습니다:\n\n### 공통 서류\n1. 내방하는 계약자(변경 전/후)의 신분증.\n2. 변경 전 계약자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n3. 변경 후 계약자의 신분증 사본.\n4. 변경 후 계약자가 작성한 계약체결 이행을 위한 상세 동의서 (서명 및 동의 날짜 필수 기재).\n\n### 조건부 추가 서류\n- **대리인이 내방하는 경우**:\n  1. 대리인의 신분증.\n  2. 변경 전 계약자와 대리인의 관계확인서류.\n  3. 변경 전 계약자의 위임장 (당사 양식).\n\n- **변경 후 계약자가 미성년자인 경우**:\n  1. 미성년자 기준 기본증명서(상세) + 가족관계증명서(상세).\n  2. 친권자 전원의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n\n- **계약자 ≠ 피보험자인 경우**:\n  1. 피보험자의 인감증명서 + 인감도장 또는 본인서명사실확인서 + 서명.\n  2. 피보험자동의확인서(당사 양식) + 신분증으로 피보험자 인감 생략 가능 (단, 대출승계 또는 미성년자인 경우 인감증명서 생략 불가).\n\n- **대출승계 건이 있는 경우**:\n  1. 변경 후 계약자가 미리 작성한 계약내용변경·정정신청서 (양식지 뒷면 변경 후 계약자 확인란 자필 작성 및 인감 날인).\n\n필요한 서류는 상황에 따라 달라질 수 있으니, 본인의 상황에 맞는 구체적인 서류를 확인하시기 바랍니다. (출처: ""012-300233_계약관계자변경.docx-1.md"", ""계약자 변경 구비서류"")"	012-300233_계약관계자변경.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
58	법인계약건일 경우 자동이체 변경(해지)가 가능해?	"법인계약 건의 자동이체 변경 및 해지는 가능합니다. 자동이체 계좌 변경을 위해 필요한 서류는 다음과 같습니다:  \n1. 사업자등록증 사본  \n2. 담당자 신분증 사본 (근무부서 및 연락처 기재) + 재직증명서 (명함 또는 건강보험증으로 대체 가능)  \n3. 자동이체 통장 사본 (변경 대상 건의 인적사항 및 계약사항 기재)  \n\n자동이체 해지의 경우, 계약 건과 계좌번호를 유선으로 확인한 후 해지 처리할 수 있으며, 통장 사본은 팩스로 받지 않습니다.  \n(출처: ""법인계약 고객센터 상담 기준"", 4. 법인계약 상담유형 및 구비서류)"	010-300200_법인계약 고객센터 상담 기준.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 007-300138_라이프앱가능업무.docx-1.md
59	미성년자인 계약자가 제지급 요청 시 필요 서류가 뭐야?	미성년자 계약자의 제지급 요청 시 필요한 서류에 대한 정보는 제공된 컨텍스트에서 명확히 확인되지 않습니다. 추가적인 세부 정보가 필요합니다.	012-300233_계약관계자변경.docx-1.md, 009-300197_제지급_우편.docx-1.md
60	해약방어 제외 대상 알려줘.	"제공된 문서들에서 ""해약방어 제외 대상""에 대한 구체적인 정보는 명시되어 있지 않습니다. 추가적인 정보를 확인해야 정확한 답변을 드릴 수 있습니다."	014-301125_해약방어상담매뉴얼.docx-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
61	청약철회 가능기간 알려줘.	청약철회 가능 기간은 다음과 같습니다:  \n\n1. 일반적으로 **보험증권을 받은 날부터 15일 이내**에 청약을 철회할 수 있습니다.  \n2. 그러나, **보험증권을 받은 날부터 15일**이 **청약한 날부터 30일**을 초과하는 경우, 청약철회 가능 기간은 **청약한 날부터 30일**까지로 합니다.  \n3. 만 65세 이상인 계약자가 체결한 통신판매 계약의 경우, 청약철회 가능 기간은 **청약한 날부터 45일**까지로 적용됩니다.  \n\n출처:  \n- [004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md], [사례1], [사례2]  \n- [038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md], [사례2]  \n- [005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md], [사례2]	004-000.주계약약관_(355간편)신한통합건강보장보험원(ONE)(무배당, 해약환급금 미지급형)_20240101_v0.2.pdf-1.md, 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험(무배당, 해약환급금 일부지급형)_20240401_v0.5_중복삭제_맞춤형약관제작.pdf-1.md, 009-300197_제지급_우편.docx-1.md, 026-무배당파워변액유니버설종신보험_약관_100401_주계약_변경.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
62	신한금융플러스 영업지원파트장 이름 알려줘.	신한금융플러스 영업지원파트장의 이름에 대한 정보는 제공된 문서들에서 확인할 수 없습니다.	약관_(무)신한유니버설종신보험_080312.pdf, 300233_계약관계자변경.docx
63	VOC 접수시 유의사항 알려줘.	VOC 접수 시 유의사항은 다음과 같습니다:  \n\n1. 고객센터는 고객 요청 사항을 접수만 가능하며, VOC 등록 후 업무는 VOC 처리 기관에서 진행됨을 안내해야 합니다.  \n2. FC 변경 접수 가능한 계약은 FC 변경을 먼저 입력하고, 접수 불가한 계약만 VOC로 등록해야 합니다.  \n3. VOC 접수 시, 요구 사항란에 요청 내용(예: 고객센터 지급 처리 불가 사유 등)을 명확히 기재해야 합니다.  \n\n출처:  \n- 문서명: 008-300155_고객센터 FC변경 접수방법.docx-1.md, 섹션: 고객센터 FC변경 접수방법  \n- 문서명: 006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 섹션: 계약자 미성년자인 경우 청약철회 기준	006-300060_고객센터 청약철회 업무처리기준.docx-1.md, 008-300155_고객센터 FC변경 접수방법.docx-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md
64	FS증액의 증액 가능 한도를 알려줘.	제공된 컨텍스트에는 FS증액의 증액 가능 한도에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보를 제공해 주시면 더 정확한 답변을 드릴 수 있습니다.	300233_계약관계자변경.docx, 약관_(무)신한유니버설종신보험_080312.pdf
