no	Question	Response	Context
33	신한진심을품은변액유니버설종신에서 의무납입기간 2년이후 보험료 납입을 하지 않을경우 공제되는 보험료는 어떻게 되나요?	신한진심을품은변액유니버설종신보험(무배당) 약관상, **의무납입기간 2년(24회 납입) 이후에는 보험료를 꼭 계속 납입하지 않아도** 됩니다. 다만, **해지환급금(보험계약대출 원리금 차감, 특약 해지환급금 제외)** 에서 **해당 월의 월대체보험료**를 충당할 수 있는 경우에 한합니다.  \n근거: `제34조 제2회 이후 보험료의 납입`\n\n공제되는 금액은 약관의 `월대체보험료 공제 예시`에 따르면 다음과 같습니다.\n\n- **월대체보험료 = 해당 월의 위험보험료 + 계약관리비용 중 유지관련비용 + 최저사망보험금 보증비용 + (특약이 있으면) 특약보험료**\n- 단, **계약관리비용 중 기타비용은 기본보험료 납입 시에 공제**됩니다.\n\n또한 **2년(24회 납입) 경과 후 보장형 계약의 월대체보험료는 매월 계약해당일에 해지환급금에서 공제**됩니다.  \n예시로 계약일이 8월 15일이면, 2년 경과 후에는 매월 **15일**에 공제됩니다.  \n근거: `월대체보험료 공제 예시`\n\n즉, 질문하신 경우 **보험료를 따로 납입하지 않으면 적립금/해지환급금에서 월대체보험료가 자동 공제**된다고 보시면 됩니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md
34	S-MORE신한저축보험에서 납입일시중지를 신청하면 빠지는 보험료가 있나요?	S-MORE신한저축보험의 **납입일시중지**를 신청하면, 약관상 **별도로 빠지는 보험료가 있다고 나온 내용은 없습니다.**\n\n근거:\n- **제13조 【 보험료의 납입일시중지 】**  \n  납입일시중지기간 동안에는 **보험료를 납입하지 않을 수 있고**, 그 기간만큼 **납입기일과 납입기간이 뒤로 연기**된다고 되어 있습니다. 즉, 안 낸 보험료가 없어지는 것이 아니라 **나중에 연장된 기간에 납입**하는 구조입니다.\n- 또한 같은 조항에 따르면 **특약에도 동일하게 납입일시중지가 적용**됩니다.\n\n정리하면:\n- **납입일시중지 신청 자체로 차감되는 보험료**: 약관상 확인되지 않음\n- **중지 기간의 보험료**: 면제되는 것이 아니라 **이후 연기된 납입기일에 납입**\n\n출처:\n- `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md` / **제13조 【 보험료의 납입일시중지 】**	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
35	S-MORE신한저축보험 적립액 인출시 조건이 어떻게 되나요?	무배당 **S-MORE신한저축보험**의 적립액 인출 조건은 약관 **제23조【적립액의 인출】** 기준으로 다음과 같습니다.\n\n- **인출 가능 시기**: 계약일 **1개월 경과 후부터 만기일 이전까지**\n- **인출 횟수**: 보험년도 기준 **연 12회 한도**\n- **인출 가능 금액 범위**: **해지환급금에서 보험계약대출적립금을 제외한 금액 이내**\n- **10년 이내 총 인출 한도**: 계약 후 **10년 이내 총 인출금액은 실제 납입한 보험료 총액(특약보험료 제외)을 초과할 수 없음**\n- **인출 수수료**: **인출금액의 0.2%와 2,000원 중 적은 금액**을 적립액에서 차감 가능\n- **인출 후 최소 적립액 유지 조건**\n  - **월납**: 인출 후 적립액이 **월납 기본보험료의 500%와 300만원 중 적은 금액 미만이면 안 됨**\n  - **일시납**: 인출 후 적립액이 **일시납 기본보험료의 10% 미만이면 안 됨**\n- **인출 순서**: **추가납입보험료에 의한 적립액에서 우선 인출**, 부족한 경우에만 **기본보험료 적립액에서 인출 가능**\n\n근거: `033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md` → `제23조 【 적립액의 인출 】`	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
36	S-MORE신한저축보험 가입하고 사망보험금을 수령하지 않은 상태입니다. 이자는 계속 발생하는지요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **사망보험금을 수령하지 않은 상태에서 이자가 계속 발생하는지**를 확인할 수 없습니다.\n\n근거:\n- **033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md / 참 조)을 지급합니다.**  \n  → 사망 시 재해사망보험금/일반사망보험금 지급 사유만 확인됩니다.\n- **033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md / ○ 저축성상품**  \n  → 만기보험금, 해지환급금, 공시이율, 적립금 관련 설명은 있으나, **사망보험금 미수령 기간 중 이자 발생 여부**는 나오지 않습니다.\n\n따라서 해당 내용은 **보험금 지급 지연이자** 또는 **미지급 보험금 처리** 관련 약관 조항이 추가로 필요합니다.	033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md
37	신한큐브종합건강상해보험 가입후 주피보험자 사망할 경우 주계약 보장내용알려주세요. 그리고 주피 장해시 납입면제 기준은 무엇인가요?	STATUS: insufficient\n\n제공된 근거만으로는 **주피보험자 사망 시 주계약 보장내용**이나 **주피 장해 시 납입면제 기준**을 확인할 수 없습니다.\n\n확인된 내용은 다음뿐입니다:\n- **문서명**: `판매약관_신한큐브종합건강상해보험_230404.pdf.md`\n- **위치**: `심신상실 > 제6조 보험금 지급사유 등의 발생통지`\n- **내용**: 보험금 지급사유나 **보험료 납입면제사유가 발생한 경우 지체 없이 회사에 알려야 한다**는 안내\n\n즉, 현재 근거에는\n- 사망 시 주계약에서 무엇을 보장하는지\n- 장해 시 어떤 조건에서 납입면제가 되는지  \n에 대한 **구체 기준이 없습니다**.\n\n해당 약관의 **보험금 지급사유**, **보험료 납입면제**, **장해분류표/장해지급률표** 관련 조항이 있으면 그 기준으로 정확히 안내드릴 수 있습니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 012-300233_계약관계자변경.docx-1.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
38	신한큐브종합건강상해보험 가입했는데 6년 유지하다가 해지하게되면 어떻게되는지 해약환급금 기준이랑 산출식, 산출근거는 어떻게 되나요?	STATUS: insufficient\n\n제공된 약관 근거로 확인되는 내용은 다음뿐입니다.\n\n- 문서: `판매약관_신한큐브종합건강상해보험_230404.pdf.md`\n- 위치: `제6관 특약의 해지 및 해약환급금 등 > 제21조 계약자의 임의해지`\n\n확인 가능한 내용:\n- 계약자는 특약이 소멸하기 전에 언제든지 해지할 수 있습니다.\n- 해지하는 경우 회사는 `제22조(해약환급금) 제1항`에 따른 해약환급금을 지급합니다.\n\n다만, 현재 제공된 context에는\n- 6년 유지 후 해지 시 해약환급금 기준\n- 해약환급금 산출식\n- 산출근거\n- 제22조의 구체적인 내용\n\n이 포함되어 있지 않아 정확한 금액 기준이나 계산식을 답변할 수 없습니다.\n\n즉, 현재 근거만으로는 “6년 후 해지 시 해약환급금이 어떻게 계산되는지”는 확인되지 않습니다.	판매약관_신한큐브종합건강상해보험_230404.pdf.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md
39	신한유니버설종신보험 중도인출 가능금액기준과  추후 중도인출시 사망보험금이 줄어드는지 문의드립니다.	신한유니버설종신보험의 **중도인출 가능 기준**은 다음과 같습니다.\n\n- **보험료 납입경과기간 2년(24회 납입) 경과 이후**부터 가능  \n  - 일시납 계약은 **계약성립일 이후**부터 가능\n- **보험기간 중 인출가능금액 한도 내**에서 가능\n- **보험년도 기준 연 12회 한도**\n- **계약 후 10년 이내 총 인출금액**은 **실제 납입한 보험료 총액(특약보험료 제외)**을 초과할 수 없음\n- 또한 약관상 **1회 인출 최고금액** 기준이 있다고 되어 있으나, 제공된 context에는 해당 구체 금액이 잘려 있어 확인되지 않습니다.\n\n근거:\n- `029-사업방법서__무_신한유니버설종신보험_080312.md` / `9. 중도인출에 관한 사항 가.`\n\n추가로, **중도인출 시 사망보험금이 줄어드는지**에 대해서는 제공된 context에서 **직접적으로 명시된 내용이 확인되지 않습니다.**  \n다만 제공된 문서에는 인출 시 **계약자적립금**, **해약환급금**, **이미 납입한 보험료** 계산에 영향이 있다는 내용은 있으나, **사망보험금이 감소하는지 여부를 단정할 근거는 없습니다.**\n\n따라서 이 부분은 **STATUS: insufficient** 입니다.	034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 029-사업방법서__무_신한유니버설종신보험_080312.md, 035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 010-300200_법인계약 고객센터 상담 기준.docx-1.md
40	(355간편)신한통합건강보장보험 원(ONE) 상품 가입 후 보험가입금액을 감액할 경우 감액 후의 해약환급금 산출식 및 근거를 알려주세요.	STATUS: insufficient\n\n제공된 근거만으로는 **감액 후 해약환급금의 구체적인 산출식**까지는 확인되지 않습니다.\n\n다만, 아래 내용은 확인됩니다.\n\n- **근거 문서**: `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md`\n- **위치**: `제20조 계약내용의 변경 등##`\n\n확인되는 내용:\n- **감액**이란 보험료, 보험금, 계약자적립액 등을 산정하는 기준이 되는 **가입금액을 줄이는 것**입니다.\n- 이에 따라 **보험료, 보험금 및 계약자적립액(해약환급금)도 줄어든다**고 되어 있습니다.\n- 또한, **보험가입금액을 감액할 때 회사가 지급해야 할 해약환급금이 있는 경우 지급한다**고 되어 있고, **[표-4] 예시**가 있다고 되어 있습니다.\n\n하지만 제공된 context에는\n- **감액 후 해약환급금 산출식**\n- **[표-4]의 실제 수치/계산 방식**\n이 포함되어 있지 않아, 산출식과 그 근거를 정확히 안내드리기는 어렵습니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
41	(355간편)신한통합건강보장보험 원(ONE) 보험에 가입하면 일정조건 시 주계약 납입보험료가 면제되는 것으로 알고 있는데 주계약 납입면제 조건 및 그 내용에 대해서 알려주세요	STATUS: insufficient\n\n제공된 근거만으로는 **(355간편)신한통합건강보장보험 원(ONE)**의 **주계약 납입보험료 납입면제 조건 및 내용**을 확인할 수 없습니다.\n\n확인된 내용:\n- `004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md`의 `제5관 보험료의 납입##`에는  \n  **제23조~제28조 제목만** 있고, 납입면제 조건의 구체적 내용은 없습니다.\n- 다른 제공 문맥도 재해분류표 또는 산출방법 관련 내용으로, **주계약 납입면제 사유/조건**을 직접 설명하지 않습니다.\n\n따라서 약관의 **납입면제 관련 조항 본문**이 추가로 필요합니다.	004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md
42	신한라이프놀라운종신보험 생활자금지급기간 중 피보험자 사망시 생활자금 지급은 어떻게 되나요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **생활자금 지급기간 중 피보험자 사망 시 생활자금이 계속 지급되는지, 중단되는지, 또는 정산 방식이 어떻게 되는지**를 확인할 수 없습니다.\n\n확인된 내용은 다음뿐입니다.\n- **생활자금지급기간**은 원칙적으로 생활자금개시일부터 선택한 기간이 지난 날의 전날까지입니다.  \n  - 근거: `005-005...md` / `[ 생활자금 선지급 관련 ]##`\n- 다만, **생활자금 선지급을 중지한 경우**에는 중지 신청한 날까지를 생활자금지급기간으로 한다고 되어 있습니다.  \n  - 근거: `005-005...md` / `[ 생활자금 선지급 관련 ]##`\n- **생활자금 선지급 신청 조건, 선택 항목(선지급비율, 지급기간, 개시나이, 개시일)**은 확인되지만, **사망 시 처리 규정**은 제시된 context에 없습니다.  \n  - 근거: `005-005...md` / `제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항##`\n\n즉, **피보험자 사망 시 생활자금 지급 기준에 대한 직접 조항이 현재 제공된 문맥에는 없습니다.**	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
43	신한라이프놀라운종신보험을 해약하려고 합니다. 해지환급금이 적은 이유를 알 수 있을까요?	STATUS: insufficient\n\n제공된 근거만으로는 **해지환급금이 적은 이유**를 확인할 수 없습니다.\n\n근거:\n- 문서명: `005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`\n- 위치: `[부표11] 갑상선암 분류표##`\n- 내용에는 상품명 **“신한라이프놀라운종신보험 (무배당, 해약환급금 일부지급형)”**만 보일 뿐, 해지환급금이 적은 사유에 대한 설명은 없습니다.\n\n즉, 현재 제공된 context에는 **해약환급금 일부지급형의 구조나 해지환급금 산정 방식** 관련 조항이 없어 답변할 수 없습니다.	032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md
44	신한라이프놀라운종신보험 가입후 암보장개시일 전에 암이 발생하였습니다. 계약을 취소하지 않고, 보험료를 계속 납입하고 있는 상태입니다. 암보장을 다시 받을 수 있는 기간이 있나요?	STATUS: insufficient\n\n제공된 근거만으로는 답변할 수 없습니다.  \n현재 확인된 문서는 **`005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md`**의 **`[부표11] 갑상선암 분류표`** 부분뿐이며, 암보장개시일 전 암 발생 시 보장 재개 여부나 기간에 대한 내용은 포함되어 있지 않습니다.	037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
45	신한라이프놀라운종신보험 가입후 고객센터에서 계약이 실효되었다고 연락 받았습니다.  그래서 보장을 받으려면 부활을 해야 한다고 하는 데 부활을 하려면 어떻게 해야 합니까?	신한라이프놀라운종신보험 약관상, 계약이 실효(해지)된 뒤 **부활(효력회복)** 하려면 다음 조건과 절차가 있습니다.\n\n- **가능 조건**\n  - 보험료 연체로 계약이 해지되었고\n  - **해약환급금을 받지 않은 경우**여야 합니다.\n  - 그리고 **해지된 날부터 3년 이내**에 부활을 청약할 수 있습니다.\n\n- **부활 방법**\n  - **회사가 정한 절차에 따라 부활(효력회복)을 청약**해야 합니다.\n  - 회사가 부활을 승낙하면,\n    - **부활을 청약한 날까지의 연체보험료**\n    - 여기에 **「평균공시이율 + 1%」 범위 내에서 회사가 상품별로 정한 이율로 계산한 금액**\n    - 을 더해 납입해야 합니다.\n\n- **추가로 유의할 점**\n  - 부활 시에는 약관상 **계약 전 알릴 의무**, **고지의무 위반 효과**, **사기에 의한 계약**, **계약의 성립**, **보장개시 관련 규정** 등이 준용됩니다.\n\n즉, 고객센터 안내대로 **회사에 부활 신청을 하고, 연체보험료와 약관에서 정한 추가금액을 납입**하셔야 합니다.  \n다만 **구체적인 신청 서류나 접수 방식**은 제공된 약관 내용에 나오지 않아, 그 부분은 고객센터에서 확인하셔야 합니다.	031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md
46	신한유니버설종신보험  20년 납 상품으로 현재 234회 납입하여,  6번만 더 납입하면 납입이 완료되나, 월대체로 유지된 기간이 있어 책임준비금에서 월대체 되지 않을 경우 보험료 납입을 해야 할 수 있음을 안내했으나, 20년만 납입하면 된다고 설명 들었다며 항의가 심합니다. 납입이 완료되었는데, 계속 보험료를 내야한다니 근거가 무엇인가요?	근거는 약관상 **유니버설보험의 “월대체보험료 공제” 구조**에 있습니다.\n\n- **(무)신한유니버설종신보험 080312 약관 / 제12조 「월대체보험료 공제」**\n  - 월납계약은 **보험료 납입경과기간 2년(24회 납입) 이후부터** 매월 계약해당일에 **해약환급금(보험계약대출원리금 차감 후)** 에서 **월대체보험료를 공제**합니다.\n  - 즉, 실제 월 보험료를 안 내고도 일정 기간 **책임준비금/해약환급금에서 월대체로 유지**될 수 있다는 뜻입니다.\n\n- **(무)신한유니버설종신보험 060703~071102 약관 / 제13조 「보험료의 납입연체시 납입최고(독촉)와 계약의 해지」**\n  - 월납계약에서 **2년(24회 납입) 이후에는** 해약환급금에서 **월대체보험료를 충당할 수 없게 된 경우** 납입최고(독촉) 대상이 된다고 규정합니다.\n  - 즉, **월대체로 유지되던 기간이 있었고**, 이후 **해약환급금으로 더 이상 월대체가 안 되면 보험료를 다시 납입해야 할 수 있는 구조**입니다.\n\n따라서 고객에게 “20년납이면 무조건 20년만 지나면 끝”이라고만 볼 수 없는 이유는,\n**20년 동안 실제로 기본보험료가 계속 정상 납입된 것이 아니라 일부 기간이 월대체로 처리되었다면**, 그 유지 재원은 고객이 별도 납입한 보험료가 아니라 **해약환급금에서 공제된 것**이기 때문입니다.  \n그래서 **납입완료 시점처럼 보이더라도**, 이후 **월대체 재원이 부족하면 추가 납입이 필요할 수 있다**는 점이 약관상 근거입니다.\n\n다만, 질문의 계약에 대해 **정확히 몇 회를 추가로 내야 하는지**, 또는 **“20년납 완료” 판단 기준을 어떻게 적용하는지**는 제공된 context만으로는 확인되지 않습니다.\n\n**STATUS: partial**	035-약관_(무)신한유니버설종신보험_080312.pdf-1.md, 038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md
47	신한라이프놀라운종신보험에 가입한 후 100일 지나서 유방암에 걸렸습니다. 보험금을 얼마나 받을 수 있나요?  약관에 납입면제가 있던데 납입면제가 가능한가요?	STATUS: insufficient\n\n제공된 약관 근거만으로는 **정확한 보험금 액수**와 **납입면제 가능 여부**를 확정할 수 없습니다.\n\n근거:\n- **제4조 보험금 지급에 관한 세부규정**에 따르면,  \n  계약일부터 **2년 미만에 “여성유방암”**으로 건강진단보험금 지급사유가 발생하면 **보험금 지급기준표에 따라 삭감 지급**된다고 되어 있습니다.  \n  → 가입 후 **100일**이면 2년 미만이므로, **삭감지급 대상**인 것은 확인됩니다.\n- **제45조 보험금가입금액 자동감액을 통한 생활자금 선지급에 관한 사항**에는  \n  건강진단보험금이 **1형 50%, 2형 80%**로 기재되어 있으나,  \n  질문의 경우처럼 **여성유방암 + 계약일부터 2년 미만**일 때 적용되는 **구체적 삭감 비율 표([표-2]) 내용이 본문에 보이지 않아** 실제 지급액을 계산할 수 없습니다.\n- 또한 제공된 context에는 **납입면제 조항 자체가 직접 제시되어 있지 않아**, 유방암 진단 시 납입면제가 되는지 판단할 근거가 없습니다.\n\n정리:\n- **보험금**: 가입 후 100일에 유방암 진단이면 **2년 미만 여성유방암으로 삭감지급 대상**입니다. 다만 **정확히 얼마를 받는지는 제공된 약관 내용만으로 확인 불가**입니다.\n- **납입면제**: **제공된 근거만으로 확인 불가**입니다.	005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 034-약관_(무)신한유니버설종신보험_060703~071102_7614.pdf-1.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
48	신한라이프놀라운종신보험 보험료 자동대출납입 제도에 대하여 설명해 주세요. 제한이 있나요?	신한라이프놀라운종신보험의 **보험료 자동대출납입 제도**는,  \n보험료가 연체될 때 **납입최고(독촉)기간이 지나기 전까지** 계약자가 회사가 정한 방법으로 신청하면, **보험계약대출금으로 보험료를 자동 납입**하여 **계약을 유효하게 유지**하는 제도입니다.  \n근거: *약관 「제25조 보험료의 자동대출납입」*\n\n### 제한 사항\n1. **신청 가능 시점 제한**\n   - **납입최고(독촉)기간이 지나기 전까지** 신청해야 합니다.\n\n2. **대출 가능 한도 제한**\n   - **보험계약대출 원금과 이자의 합계액**이 **해약환급금(해당 보험료가 납입된 것으로 계산한 금액)**을 초과하면,\n   - 더 이상 **자동대출납입을 할 수 없습니다.**\n\n3. **이용 기간 제한**\n   - 자동대출납입기간은 **최초 자동대출납입일부터 1년 한도**입니다.\n   - **1년 이후 계속 이용하려면 재신청**해야 합니다.\n\n4. **신청 방식 관련 안내**\n   - 서면 외에 **인터넷 또는 전화(음성녹음)** 등으로 신청한 경우,\n   - 회사는 **신청내역을 서면 또는 전화(음성녹음) 등으로 계약자에게 안내**합니다.\n\n원하시면 제가 이 내용을 **고객 안내용으로 더 쉽게 풀어서** 정리해드릴게요.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 002-_무_종신보험표준형_20210101_약관.md, 032-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_약관_161004.pdf-1.md, 033-약관_(무)S-MORE신한저축보험_110601.pdf-1.md, 037-약관_무배당연금보험프리스타일_20130401_v3.0.pdf-1.md, 005-005.약관_신한라이프놀라운종신보험_무배당_ 해약환급금 일부지급형__20240401_v0.5_중복삭제_맞춤형약관제작.md, 025-무배당종신보험표준형_약관_060401.pdf-1.md, 036-약관_무배당연금보험프리스타일_20050401.pdf-1.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
49	신한큐브종합건강상해보험(무배당_해약환급금_미지급형) 유지중인데 교통사고로 오른쪽 다리를 다쳤습니다.  장해급여금을 신청하려 하는 데 장해지급률 판단하는 기준을 알려 주세요.	STATUS: insufficient\n\n제공된 약관 근거만으로는 **교통사고로 오른쪽 다리 장해의 장해지급률 판단 기준**을 구체적으로 확인할 수 없습니다.\n\n확인된 근거:\n- **판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md / `<제2호 관련>`**\n  - 재해 장해 후 질병 장해가 추가된 경우, **최종 장해지급률에서 기존 재해 장해지급률을 차감**하는 예시가 있습니다.\n- **판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md / `<제1호 관련>`**\n  - 보험가입 전 장해가 있고 가입 후 질병으로 장해가 악화된 경우, **가입 후 발생한 장해지급률에서 기존 장해지급률을 차감**하는 예시가 있습니다.\n\n즉, 현재 근거로 알 수 있는 것은:\n- **기존 장해가 있거나, 재해 후 질병 등으로 장해가 중복되는 경우에는 차감 방식으로 계산될 수 있다**는 점입니다.\n\n하지만,\n- **오른쪽 다리 장해의 세부 판정 항목**\n- **다리 장해별 장해지급률 표**\n- **교통사고로 인한 장해 인정 기준**\n\n은 제공된 context에 없습니다.\n\n따라서 **오른쪽 다리 장해의 정확한 장해지급률 판단 기준은 이 근거만으로는 답변할 수 없습니다.**	판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
50	신한진심을품은 변액유니버설종신보험에서 선택 가능한 펀드 중 배당성향이 높은 주식에 많이 투자되는 펀드를 알려주세요.	STATUS: insufficient\n\n제공된 약관 근거만으로는 **“배당성향이 높은 주식에 많이 투자되는 펀드”**를 특정할 수 없습니다.\n\n근거:\n- **문서명:** `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md`\n- **위치:** `제15조 펀드의 유형`\n\n해당 조항에는 예를 들어\n- **아시아주식형**: 인도, 중국, 일본 주식 등에 투자\n- **글로벌우량주식형**: 국내외 주식 및 주식관련 집합투자증권 등에 투자\n- **미국주식형**\n- **국내SRI주식혼합형**\n등의 투자 대상/비중은 나오지만,\n\n**배당주 중심인지, 배당성향이 높은 주식에 중점 투자하는지에 대한 설명은 제공된 context에 없습니다.**\n\n따라서, 제공된 근거만으로는 해당 조건에 맞는 펀드를 알려드릴 수 없습니다.	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md
51	신한진심을품은 변액유니버설종신보험에서 사업비 이외에 기타 발생되는 비용이 무엇이 있나요?	STATUS: insufficient\n\n제공된 약관 근거상 확인되는 내용은 다음뿐입니다.\n\n- 문서: `038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md`\n- 위치: `특별계정 투입보험료`\n- 내용: 기본보험료에서 **계약관리비용 중 기타비용**(특약이 있으면 특약의 계약관리비용 중 기타비용 포함)을 차감한 후 특별계정에 투입된다고 되어 있습니다.\n\n다만, **“사업비 이외에 기타 발생되는 비용이 구체적으로 무엇인지” 항목명까지는 제공된 context에 나오지 않아 확인할 수 없습니다.**	038-약관_신한진심을품은변액유니버설종신보험(무배당)_20220401_v1.0.pdf-1.md, 023-무배당종신보험_사업방법서_060401.doc-1.md, 004-.주계약약관__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.2.md, 001-(무)종신보험표준형_20210101_산출방법서.doc-1.md, 011-300227_계약사항 변경 업무기준 요약표.docx-1.md, 031-신한THE착한연금미리받을수있는종신보험(무배당, 저해지환급형)_사업방법서_161004.pdf-1.md, 003-.산출방법서__355간편_신한통합건강보장보험원_ONE__무배당_ 해약환급금 미지급형__20240101_v0.1.md
52	2022년도 건강보험진료통계기준 백내장으로 입원치료 받은 사람중 인당 진료비는 얼마인지요?	2022년도 건강보험진료통계 기준으로, **백내장(노년백내장, H25)으로 입원치료 받은 사람의 인당 진료비는 1,727,369원**입니다.\n\n- 근거: `건강보험진료통계-다빈도상병별현황_2022.xlsx.md`\n- 위치: `다빈도상병별현황(단위_명, 원, 일)_2022`\n- 해당 항목: `입원 | 3 | H25 | 노년백내장 | 373425.0 | 1727369.0 | 1.64`\n\n참고로 문맥상 백내장은 제공된 자료에서 **H25 노년백내장**으로 확인됩니다.	건강보험진료통계-입원외래별청구현황_2022.xlsx.md, 건강보험진료통계-다빈도상병별현황_2022.xlsx.md, 별첨2_분류표_20240401_v1.3.pdf.md, 판매약관_신한큐브종합건강상해보험(무배당_해약환급금_미지급형)_230404.pdf.md, 판매약관_신한큐브종합건강상해보험_230404.pdf.md
